passenger_id,age,nationality,loyalty_tier,lifetime_flights,lifetime_spend_usd,preferred_cabin,churn_risk_score,digital_checkin,app_user,account_age_years,avg_booking_lead_days,last_flight_days_ago
PAX016801,33,EG,Gold,27,27584.48,Business,0.126,0,1,8.1,51,82
PAX016802,27,AU,Blue,2,4355.85,Business,0.421,0,0,9.0,36,90
PAX016803,18,US,Silver,13,6060.69,Economy,0.098,0,0,0.8,85,180
PAX016804,34,EG,Blue,3,2544.14,Economy,0.338,1,0,4.7,32,91
PAX016805,28,US,Blue,3,2643.33,Economy,0.394,1,1,4.2,10,156
PAX016806,40,JP,Blue,2,2617.3,First,0.529,0,0,1.7,34,109
PAX016807,38,FR,Platinum,41,62987.28,Economy,0.052,1,1,4.6,10,51
PAX016808,35,AE,Blue,4,4692.21,Economy,0.271,1,1,6.0,30,105
PAX016809,27,GB,Blue,3,3377.29,Economy,0.362,0,0,5.6,29,100
PAX016810,24,AE,Blue,3,3103.49,Economy,0.375,1,1,8.8,32,79
PAX016811,42,QA,Silver,10,9926.82,Economy,0.164,0,1,6.4,37,52
PAX016812,49,EG,Gold,43,24715.73,Business,0.022,1,1,5.0,13,93
PAX016813,37,DE,Blue,2,2410.25,Economy,0.378,0,0,7.0,14,1
PAX016814,32,TH,Blue,2,2581.1,Economy,0.444,0,0,5.2,24,137
PAX016815,37,QA,Platinum,70,67413.52,Economy,0.016,0,1,5.5,41,163
PAX016816,26,GB,Blue,2,2739.76,Economy,0.453,0,1,11.8,43,82
PAX016817,19,GB,Blue,2,3220.86,Economy,0.408,1,1,11.5,7,20
PAX016818,23,IN,Gold,22,23131.31,Economy,0.01,1,1,5.5,21,99
PAX016819,47,FR,Blue,2,2737.69,Economy,0.379,1,1,6.5,20,104
PAX016820,18,TH,Silver,17,9392.95,Economy,0.19,1,1,9.3,39,75
PAX016821,38,DE,Gold,32,21822.07,Business,0.244,1,1,6.9,35,106
PAX016822,41,IN,Silver,15,9683.41,Economy,0.171,0,0,9.6,36,1
PAX016823,18,EG,Blue,3,2443.63,Economy,0.339,0,1,1.9,24,224
PAX016824,37,QA,Gold,34,29908.42,Economy,0.075,0,1,7.0,36,151
PAX016825,31,JP,Blue,2,2733.16,Economy,0.486,1,0,9.0,25,54
PAX016826,27,US,Blue,2,1164.17,Economy,0.46,1,1,3.0,26,41
PAX016827,41,JP,Platinum,63,86424.29,Economy,0.149,1,1,5.0,30,69
PAX016828,36,QA,Gold,42,24921.64,Business,0.097,1,1,9.6,50,196
PAX016829,36,AE,Blue,3,2173.18,Economy,0.339,1,1,3.6,55,19
PAX016830,39,QA,Blue,3,3038.58,Business,0.361,1,1,7.6,48,121
PAX016831,42,QA,Blue,2,2298.01,Business,0.326,0,0,11.6,28,22
PAX016832,19,QA,Blue,3,2378.45,Economy,0.44,0,0,4.6,48,130
PAX016833,53,US,Blue,2,4199.06,Economy,0.369,1,1,7.0,3,75
PAX016834,33,AE,Blue,3,2993.88,Economy,0.317,1,1,11.1,45,143
PAX016835,18,IN,Gold,31,24725.04,Business,0.064,1,1,4.9,16,40
PAX016836,49,AE,Silver,18,8475.23,Economy,0.15,0,0,10.2,43,67
PAX016837,46,IN,Blue,1,3729.01,Economy,0.388,1,1,7.9,44,160
PAX016838,38,US,Platinum,49,65363.14,Economy,0.087,1,1,11.3,12,47
PAX016839,42,TH,Gold,37,18202.75,Economy,0.032,0,1,3.1,28,1
PAX016840,38,GB,Blue,1,3346.93,Economy,0.476,1,1,2.2,30,213
PAX016841,25,QA,Silver,11,1545.76,Economy,0.153,0,0,6.0,4,18
PAX016842,18,IN,Blue,1,3007.71,Economy,0.479,1,1,3.4,53,159
PAX016843,25,GB,Blue,1,3422.18,Economy,0.346,0,1,6.8,37,113
PAX016844,29,FR,Silver,1,10417.6,Economy,0.219,0,1,4.8,28,90
PAX016845,40,QA,Silver,13,8650.17,Economy,0.205,1,1,0.7,42,74
PAX016846,50,AU,Silver,11,5823.48,Business,0.138,1,0,1.8,14,104
PAX016847,39,GB,Platinum,25,75186.45,Economy,0.01,1,1,7.5,42,138
PAX016848,40,QA,Silver,13,5885.17,Economy,0.146,0,0,4.5,27,48
PAX016849,34,AE,Silver,10,8601.17,Economy,0.154,1,1,2.8,28,174
PAX016850,36,DE,Silver,13,8416.04,Economy,0.238,1,1,4.9,5,106
PAX016851,28,JP,Blue,2,3204.53,Economy,0.394,0,1,10.8,35,23
PAX016852,20,IN,Silver,16,6520.05,Business,0.171,0,1,8.4,77,99
PAX016853,18,DE,Blue,2,3675.7,Economy,0.51,0,0,5.1,50,117
PAX016854,21,JP,Gold,26,20087.53,Business,0.164,1,1,8.6,43,40
PAX016855,49,EG,Silver,17,11335.59,Economy,0.108,0,0,9.9,37,48
PAX016856,28,IN,Blue,2,2437.56,Economy,0.402,1,1,8.1,17,142
PAX016857,27,JP,Blue,3,3559.16,Economy,0.333,1,0,1.6,5,107
PAX016858,30,GB,Blue,3,3522.25,Economy,0.33,1,1,11.8,9,62
PAX016859,32,JP,Blue,3,3129.4,Economy,0.449,0,1,1.2,31,140
PAX016860,24,QA,Blue,2,4725.85,Economy,0.447,1,1,2.4,41,50
PAX016861,33,IN,Silver,5,5316.37,Economy,0.184,1,1,3.2,2,60
PAX016862,48,IN,Silver,11,8000.05,Economy,0.044,0,0,3.1,4,170
PAX016863,21,US,Silver,16,9251.18,Economy,0.139,0,0,10.3,9,71
PAX016864,18,IN,Blue,3,2337.82,Business,0.384,1,0,8.2,43,176
PAX016865,69,QA,Blue,1,3005.25,Business,0.487,0,1,7.1,10,14
PAX016866,27,US,Blue,3,2979.52,Economy,0.291,1,0,9.8,34,107
PAX016867,28,QA,Silver,12,7511.99,Business,0.213,0,1,10.1,49,107
PAX016868,22,US,Blue,2,2515.43,Economy,0.327,1,0,6.9,19,39
PAX016869,33,AU,Blue,3,1841.17,Economy,0.411,1,0,7.4,41,152
PAX016870,24,US,Silver,12,9391.53,Economy,0.113,0,0,10.1,33,114
PAX016871,43,SG,Blue,2,3430.39,Economy,0.298,0,0,10.8,23,134
PAX016872,25,QA,Silver,13,11634.13,Economy,0.204,1,0,1.8,18,78
PAX016873,18,TH,Silver,12,6892.54,Economy,0.15,1,1,11.1,38,83
PAX016874,40,US,Gold,24,27794.39,Economy,0.107,0,1,9.7,61,180
PAX016875,39,AU,Blue,2,3537.37,Economy,0.503,0,1,8.1,40,136
PAX016876,27,US,Blue,2,3185.13,Economy,0.464,0,0,5.2,25,123
PAX016877,34,QA,Platinum,49,57480.12,Economy,0.08,1,1,10.7,15,72
PAX016878,31,QA,Blue,2,3928.81,Economy,0.437,1,0,9.8,35,62
PAX016879,20,IN,Silver,9,6506.85,Economy,0.149,0,0,5.1,46,241
PAX016880,36,AU,Silver,11,8870.38,Economy,0.266,1,1,2.3,47,115
PAX016881,34,EG,Blue,3,2841.47,Economy,0.403,0,0,11.1,20,34
PAX016882,29,SG,Silver,10,9105.56,Business,0.251,0,0,0.9,29,170
PAX016883,41,SG,Platinum,40,78576.59,Business,0.023,1,1,5.6,20,154
PAX016884,18,DE,Blue,2,1895.24,Economy,0.372,0,1,10.7,11,13
PAX016885,18,IN,Blue,1,1208.53,Economy,0.384,1,1,4.3,6,119
PAX016886,32,IN,Blue,3,2330.84,Economy,0.348,1,0,8.8,34,183
PAX016887,37,IN,Silver,12,8593.32,Economy,0.218,1,1,12.0,34,168
PAX016888,52,SG,Blue,2,3141.47,Economy,0.362,1,1,1.1,45,159
PAX016889,21,IN,Blue,3,2847.98,Economy,0.306,1,1,6.5,8,102
PAX016890,25,EG,Silver,11,7813.7,Business,0.151,0,0,1.5,44,1
PAX016891,35,QA,Blue,4,3127.79,Economy,0.317,1,1,8.7,19,210
PAX016892,34,FR,Silver,14,10726.23,Business,0.139,0,1,2.0,48,93
PAX016893,41,DE,Silver,9,9517.41,Economy,0.19,1,1,1.6,23,24
PAX016894,24,GB,Blue,3,2339.01,Economy,0.347,1,0,9.5,28,90
PAX016895,37,IN,Platinum,61,52851.0,Economy,0.037,1,1,4.4,4,142
PAX016896,23,EG,Blue,2,3581.13,Business,0.459,0,0,9.6,67,200
PAX016897,39,DE,Silver,12,11784.97,Economy,0.178,1,0,4.5,26,96
PAX016898,37,US,Blue,1,2877.81,Economy,0.424,1,0,1.6,1,133
PAX016899,22,US,Gold,23,17492.16,Business,0.097,1,0,0.9,6,156
PAX016900,25,IN,Silver,14,11919.38,Business,0.195,1,1,11.1,21,20
PAX016901,37,FR,Gold,27,25700.29,Economy,0.087,1,1,5.3,43,81
PAX016902,20,QA,Blue,4,3130.66,Economy,0.39,0,1,0.9,55,4
PAX016903,29,AU,Silver,9,10062.65,Economy,0.064,0,0,10.2,36,142
PAX016904,39,IN,Blue,3,2166.16,Business,0.32,0,0,3.5,1,219
PAX016905,19,US,Blue,2,1777.45,Economy,0.47,1,1,5.3,57,3
PAX016906,29,US,Silver,6,12139.78,Economy,0.138,1,1,8.2,9,40
PAX016907,47,QA,Platinum,67,48222.05,Business,0.023,1,1,7.7,9,79
PAX016908,27,US,Blue,3,2982.18,Economy,0.339,0,1,6.1,39,113
PAX016909,31,EG,Gold,25,28612.38,Business,0.027,1,1,5.8,53,122
PAX016910,46,TH,Silver,13,7016.19,Economy,0.107,1,0,7.9,7,1
PAX016911,23,TH,Platinum,78,40187.9,Business,0.01,1,1,4.6,22,119
PAX016912,46,QA,Gold,23,21629.07,Economy,0.01,1,1,2.8,52,72
PAX016913,43,FR,Blue,3,3021.45,Economy,0.246,0,1,10.1,3,113
PAX016914,31,US,Gold,25,34496.82,Business,0.148,1,1,3.4,41,83
PAX016915,22,GB,Silver,6,10099.34,Economy,0.189,1,1,10.8,9,48
PAX016916,45,SG,Blue,3,2997.22,Economy,0.368,0,0,9.3,18,196
PAX016917,28,US,Blue,3,3080.83,Economy,0.321,1,1,2.1,29,89
PAX016918,26,QA,Blue,2,2918.55,Economy,0.531,0,1,6.3,34,6
PAX016919,30,QA,Platinum,45,69900.35,Economy,0.01,1,1,4.4,28,59
PAX016920,18,AU,Blue,2,2031.26,Economy,0.487,0,0,7.5,17,153
PAX016921,24,IN,Gold,17,19485.62,Business,0.052,1,0,6.7,32,132
PAX016922,35,AU,Blue,2,3695.33,Economy,0.335,1,0,1.0,52,40
PAX016923,30,GB,Blue,1,2114.66,Economy,0.44,0,0,4.4,49,1
PAX016924,22,FR,Silver,13,6859.28,Business,0.151,1,1,11.3,31,12
PAX016925,30,IN,Gold,31,17074.57,Business,0.091,1,1,4.1,38,1
PAX016926,40,JP,Silver,15,13096.77,Economy,0.126,0,1,7.3,32,23
PAX016927,41,QA,Blue,5,2340.17,Business,0.344,1,1,5.0,41,172
PAX016928,31,QA,Blue,2,2239.0,Business,0.443,0,0,5.8,55,1
PAX016929,47,US,Silver,13,8583.99,First,0.143,0,0,4.1,12,128
PAX016930,26,US,Blue,3,3234.12,Economy,0.39,0,1,10.1,39,92
PAX016931,21,FR,Silver,11,3206.1,Economy,0.132,0,1,6.6,17,95
PAX016932,34,AE,Gold,24,19241.12,Business,0.093,1,1,9.6,67,35
PAX016933,41,QA,Blue,2,3510.3,Economy,0.476,0,1,7.1,1,123
PAX016934,48,FR,Platinum,64,58571.93,Business,0.04,1,1,5.2,51,1
PAX016935,25,AU,Blue,5,1366.32,Economy,0.462,1,0,1.4,24,136
PAX016936,18,SG,Blue,3,2705.37,Economy,0.304,0,1,11.7,47,92
PAX016937,21,QA,Platinum,54,54623.19,First,0.041,1,1,5.4,41,134
PAX016938,26,EG,Blue,3,2592.92,Economy,0.388,1,1,5.5,1,9
PAX016939,42,EG,Blue,1,3580.19,Economy,0.379,0,1,4.9,18,43
PAX016940,36,IN,Blue,3,2366.07,Economy,0.436,0,1,2.3,36,127
PAX016941,24,SG,Gold,30,24721.15,Economy,0.095,1,1,6.2,16,1
PAX016942,18,US,Gold,31,19802.23,Economy,0.128,1,1,7.3,49,172
PAX016943,35,EG,Blue,4,2793.45,Business,0.386,0,1,8.7,44,127
PAX016944,26,US,Blue,3,3426.17,Economy,0.202,0,1,5.1,32,97
PAX016945,27,IN,Blue,1,2611.72,Economy,0.366,1,1,6.7,47,155
PAX016946,18,DE,Blue,2,3183.59,Economy,0.463,0,0,6.1,44,3
PAX016947,28,QA,Platinum,65,72615.05,Economy,0.01,1,0,3.7,33,64
PAX016948,47,GB,Silver,10,4743.37,Economy,0.146,1,1,6.0,34,1
PAX016949,23,GB,Blue,2,3087.13,Business,0.441,1,1,1.1,32,14
PAX016950,18,QA,Silver,14,9089.64,Economy,0.143,1,1,5.3,37,133
PAX016951,24,GB,Silver,4,3446.96,Economy,0.158,1,1,2.6,28,106
PAX016952,53,US,Silver,20,9376.05,Business,0.183,1,0,2.6,24,51
PAX016953,39,SG,Blue,2,1487.73,Economy,0.476,0,0,2.1,40,130
PAX016954,26,IN,Silver,15,6983.35,Economy,0.124,1,1,1.0,31,109
PAX016955,44,DE,Blue,1,3187.08,Economy,0.343,0,1,6.2,38,79
PAX016956,33,QA,Blue,1,3400.44,Business,0.484,1,1,4.5,40,10
PAX016957,21,GB,Blue,3,3122.83,Economy,0.383,1,0,8.4,40,1
PAX016958,34,US,Silver,15,7579.35,Business,0.103,1,1,6.9,19,141
PAX016959,41,EG,Platinum,15,47551.48,Business,0.05,1,1,5.7,62,108
PAX016960,36,DE,Gold,17,28528.2,Business,0.08,1,1,11.7,36,157
PAX016961,20,AU,Blue,3,2803.78,Economy,0.306,0,1,8.8,34,94
PAX016962,38,EG,Gold,36,16877.08,Economy,0.134,1,1,10.9,29,1
PAX016963,19,AE,Blue,3,3525.5,Economy,0.318,1,0,8.2,18,123
PAX016964,24,IN,Blue,3,1361.28,Economy,0.24,1,0,1.7,49,136
PAX016965,46,QA,Blue,3,2121.41,Economy,0.27,1,1,6.7,3,145
PAX016966,36,FR,Platinum,53,56121.98,First,0.095,1,1,9.8,26,1
PAX016967,18,GB,Blue,2,3047.76,Business,0.47,1,1,10.8,43,10
PAX016968,28,IN,Platinum,102,101990.57,Business,0.011,1,1,1.6,43,64
PAX016969,34,AE,Gold,23,27448.64,Business,0.163,1,1,7.4,22,103
PAX016970,50,JP,Silver,5,7655.23,Economy,0.123,0,1,6.3,30,182
PAX016971,49,SG,Platinum,81,64027.57,Business,0.01,0,1,6.0,28,160
PAX016972,24,DE,Blue,2,2984.86,Economy,0.517,0,1,10.1,10,119
PAX016973,30,QA,Blue,3,3959.97,Economy,0.345,0,0,11.0,19,81
PAX016974,22,GB,Blue,3,1838.32,Economy,0.327,1,1,2.0,1,85
PAX016975,26,DE,Silver,11,7995.71,Economy,0.28,0,0,1.7,17,113
PAX016976,20,GB,Gold,32,19111.88,Business,0.13,1,1,6.2,35,47
PAX016977,34,QA,Gold,17,25138.5,Business,0.111,1,1,9.5,63,142
PAX016978,43,US,Platinum,47,37335.46,Economy,0.042,1,1,9.5,33,1
PAX016979,30,QA,Silver,13,7417.74,Economy,0.145,1,1,8.6,16,99
PAX016980,41,US,Gold,28,34515.61,Economy,0.117,1,1,4.6,29,39
PAX016981,41,JP,Gold,34,19969.9,Economy,0.067,1,1,7.9,1,86
PAX016982,42,SG,Blue,3,2657.86,Economy,0.354,1,0,12.0,22,171
PAX016983,29,TH,Silver,13,7469.53,Economy,0.159,1,0,0.7,25,102
PAX016984,21,IN,Blue,2,2371.67,Economy,0.482,1,1,1.4,43,122
PAX016985,50,SG,Blue,2,2972.23,Economy,0.443,1,1,9.1,55,60
PAX016986,19,QA,Blue,4,2506.79,Economy,0.413,1,1,1.3,68,15
PAX016987,36,AE,Blue,3,2891.32,Economy,0.336,0,1,5.6,21,79
PAX016988,20,SG,Blue,3,3639.08,Economy,0.37,0,1,11.7,39,76
PAX016989,18,IN,Blue,3,2645.31,Economy,0.323,0,1,5.6,63,141
PAX016990,49,US,Blue,4,3468.89,Economy,0.346,1,0,3.4,38,101
PAX016991,27,AU,Silver,17,8215.78,Economy,0.131,0,1,7.0,30,1
PAX016992,18,AE,Blue,4,1912.48,Economy,0.454,1,1,7.2,50,111
PAX016993,29,QA,Silver,6,6735.64,Economy,0.212,0,0,11.6,39,88
PAX016994,18,DE,Silver,7,6994.22,Economy,0.165,0,0,2.8,23,51
PAX016995,32,QA,Gold,36,26173.76,Economy,0.16,1,1,6.3,37,94
PAX016996,18,FR,Blue,4,1659.34,Economy,0.373,1,1,10.5,24,66
PAX016997,32,AE,Blue,3,1791.12,Economy,0.416,0,1,10.4,1,29
PAX016998,26,US,Silver,13,6726.86,Economy,0.164,1,1,10.0,13,62
PAX016999,38,SG,Blue,4,3302.0,Economy,0.329,0,1,10.7,14,77
PAX017000,36,US,Blue,3,2498.48,First,0.372,0,0,4.6,46,168
PAX017001,32,EG,Blue,3,4274.5,Economy,0.413,1,0,3.5,11,212
PAX017002,19,SG,Silver,16,6523.02,Business,0.158,1,0,9.2,14,100
PAX017003,32,GB,Silver,16,7466.27,Business,0.277,1,1,9.4,45,114
PAX017004,36,GB,Blue,2,3465.38,Economy,0.448,0,0,7.5,19,167
PAX017005,32,AU,Blue,1,3686.95,Economy,0.397,1,1,6.6,30,61
PAX017006,19,QA,Silver,12,9303.46,Economy,0.25,1,0,2.5,24,36
PAX017007,26,QA,Gold,23,22212.7,Economy,0.049,1,1,8.5,23,37
PAX017008,32,GB,Gold,42,22898.26,Economy,0.086,1,1,10.6,19,84
PAX017009,53,SG,Gold,16,24312.48,Economy,0.09,1,1,5.0,51,41
PAX017010,29,GB,Blue,4,4013.33,Business,0.314,1,1,0.9,17,86
PAX017011,40,GB,Silver,14,9513.12,Economy,0.146,1,0,1.1,37,139
PAX017012,34,SG,Blue,2,4088.75,Economy,0.439,1,1,1.5,38,36
PAX017013,35,QA,Gold,29,24176.93,Economy,0.092,1,1,2.3,1,64
PAX017014,53,IN,Platinum,43,58094.71,First,0.01,1,1,2.5,32,144
PAX017015,32,IN,Silver,11,9444.84,Business,0.174,1,1,0.7,64,159
PAX017016,33,TH,Blue,3,3830.01,Economy,0.375,1,1,10.9,9,75
PAX017017,39,FR,Gold,20,24265.1,Economy,0.104,1,1,8.0,20,82
PAX017018,40,US,Blue,3,1909.95,Business,0.315,1,1,9.9,31,67
PAX017019,18,AU,Blue,1,2083.43,Economy,0.444,1,1,10.3,39,237
PAX017020,18,IN,Blue,3,3708.86,Business,0.343,1,0,1.2,17,64
PAX017021,30,SG,Blue,2,2531.53,Economy,0.46,1,1,9.3,20,137
PAX017022,28,US,Blue,3,2023.17,Economy,0.332,1,1,0.6,12,8
PAX017023,36,IN,Silver,16,8479.89,Economy,0.232,0,1,1.7,34,130
PAX017024,27,US,Platinum,73,56663.36,Business,0.034,1,1,2.6,50,57
PAX017025,29,QA,Silver,17,9043.39,Economy,0.217,0,0,7.1,61,164
PAX017026,42,QA,Gold,15,22070.62,Economy,0.092,1,1,4.1,49,1
PAX017027,43,US,Gold,27,31522.65,Economy,0.028,1,0,3.1,20,11
PAX017028,18,IN,Silver,10,8969.39,Economy,0.274,1,1,9.0,14,80
PAX017029,54,GB,Blue,2,2297.41,Economy,0.411,1,1,8.6,5,81
PAX017030,18,SG,Gold,11,18990.48,First,0.01,1,1,2.6,50,138
PAX017031,30,JP,Gold,24,18158.43,Economy,0.047,1,1,10.8,32,110
PAX017032,31,US,Blue,3,1552.68,Economy,0.328,1,1,8.0,39,1
PAX017033,35,IN,Silver,16,5982.34,Economy,0.206,1,1,9.2,15,94
PAX017034,21,AE,Silver,7,7271.69,Economy,0.187,1,0,5.7,18,38
PAX017035,30,DE,Blue,2,2811.31,Economy,0.439,1,1,2.0,19,233
PAX017036,34,SG,Silver,11,8463.75,Economy,0.184,0,0,6.7,34,34
PAX017037,43,SG,Blue,2,2372.82,Economy,0.467,0,1,1.6,23,1
PAX017038,37,AE,Gold,22,26811.03,First,0.095,1,1,9.9,30,93
PAX017039,44,QA,Platinum,33,62972.41,Business,0.093,1,1,7.2,13,1
PAX017040,32,AE,Blue,2,2829.36,Economy,0.426,1,1,8.8,60,1
PAX017041,31,IN,Silver,12,8293.65,Economy,0.183,1,0,6.1,36,36
PAX017042,65,QA,Blue,1,2898.69,Economy,0.42,0,1,8.9,1,184
PAX017043,46,US,Platinum,58,43168.58,Economy,0.01,1,1,0.5,27,136
PAX017044,34,QA,Gold,17,30921.61,Business,0.08,1,1,2.3,47,160
PAX017045,39,GB,Silver,8,7064.48,Business,0.172,0,1,6.3,46,47
PAX017046,60,SG,Gold,21,25371.13,Business,0.041,1,1,5.7,29,96
PAX017047,18,AU,Blue,2,2347.63,Economy,0.399,1,0,5.2,28,18
PAX017048,44,SG,Blue,2,3313.95,Business,0.431,1,0,10.2,25,131
PAX017049,36,GB,Gold,31,28081.72,Economy,0.09,1,1,1.3,33,33
PAX017050,28,IN,Blue,3,3289.81,Economy,0.292,1,1,11.9,68,127
PAX017051,41,EG,Silver,13,10758.17,Economy,0.113,0,1,10.3,18,122
PAX017052,28,IN,Blue,3,2097.54,Economy,0.375,1,0,7.8,17,50
PAX017053,35,QA,Blue,3,1749.17,First,0.373,1,0,6.5,21,102
PAX017054,25,QA,Blue,3,3228.66,Economy,0.36,0,1,2.8,44,62
PAX017055,20,FR,Silver,10,7116.28,Business,0.116,0,0,10.4,27,60
PAX017056,44,AU,Silver,8,8843.56,Economy,0.128,1,0,6.9,34,83
PAX017057,27,GB,Silver,15,9519.53,Economy,0.196,1,0,7.5,18,69
PAX017058,36,GB,Platinum,73,60686.2,Economy,0.089,1,0,7.1,59,70
PAX017059,49,US,Silver,11,7460.49,Economy,0.148,0,1,11.5,53,62
PAX017060,43,SG,Blue,3,2840.54,Business,0.404,0,0,8.3,6,30
PAX017061,41,IN,Silver,11,9308.24,Business,0.179,1,1,4.6,1,142
PAX017062,47,US,Silver,12,10081.76,Economy,0.06,0,1,3.9,31,159
PAX017063,30,TH,Silver,3,8354.75,Economy,0.154,1,0,5.0,45,122
PAX017064,45,US,Gold,22,23563.49,Economy,0.019,1,1,11.6,31,1
PAX017065,51,SG,Silver,12,7501.51,Business,0.1,0,1,8.3,26,1
PAX017066,18,EG,Blue,3,2412.37,Economy,0.405,1,0,9.9,61,87
PAX017067,49,QA,Silver,13,6722.12,Economy,0.091,1,1,3.1,36,214
PAX017068,28,US,Blue,2,3142.37,Economy,0.392,1,0,6.0,45,133
PAX017069,18,QA,Blue,4,3208.56,Economy,0.258,0,0,7.5,37,161
PAX017070,38,AE,Silver,16,7225.25,Business,0.114,0,0,6.1,56,90
PAX017071,20,GB,Silver,8,11682.08,Economy,0.118,1,1,8.1,28,58
PAX017072,32,FR,Blue,3,3358.7,Economy,0.379,1,1,9.9,51,153
PAX017073,28,IN,Silver,6,11178.42,Economy,0.146,0,1,11.0,21,10
PAX017074,37,US,Blue,4,2923.67,Economy,0.335,0,0,2.1,39,82
PAX017075,27,QA,Blue,1,4016.98,Economy,0.477,1,1,11.4,1,174
PAX017076,34,GB,Platinum,52,77707.59,Business,0.01,1,1,11.6,26,174
PAX017077,23,IN,Blue,3,2922.99,Economy,0.398,0,0,8.6,48,116
PAX017078,33,JP,Silver,10,8395.47,Economy,0.147,1,0,4.8,60,115
PAX017079,45,FR,Blue,2,1882.03,First,0.338,0,1,8.6,80,126
PAX017080,20,AU,Silver,10,5530.78,Business,0.238,1,1,1.4,43,40
PAX017081,40,US,Platinum,49,39950.67,Business,0.057,1,1,6.0,43,165
PAX017082,43,AE,Platinum,61,47591.24,Economy,0.01,1,1,4.9,23,192
PAX017083,46,EG,Silver,14,5397.2,Economy,0.127,0,1,3.2,66,77
PAX017084,53,IN,Blue,1,2002.95,Economy,0.394,1,0,4.6,28,210
PAX017085,25,FR,Blue,3,2747.74,Economy,0.308,1,0,10.2,1,96
PAX017086,46,AU,Blue,3,3130.66,Economy,0.275,0,1,9.6,45,56
PAX017087,24,SG,Blue,1,2671.27,Economy,0.481,0,1,1.1,40,55
PAX017088,50,FR,Blue,2,2131.86,Business,0.415,0,1,9.2,22,62
PAX017089,45,IN,Blue,3,1820.4,Economy,0.304,1,1,5.6,34,5
PAX017090,32,GB,Blue,2,1872.78,Economy,0.419,1,0,3.5,20,91
PAX017091,25,SG,Blue,3,2358.59,Business,0.278,0,1,11.2,50,62
PAX017092,28,US,Blue,1,2459.84,Business,0.503,1,1,9.1,46,38
PAX017093,43,IN,Blue,4,3134.72,Business,0.397,1,0,5.0,54,62
PAX017094,18,IN,Blue,1,3189.43,Economy,0.501,1,0,1.8,54,39
PAX017095,33,GB,Silver,16,9410.21,Economy,0.221,0,0,3.8,1,129
PAX017096,40,GB,Gold,31,14440.37,Business,0.01,1,1,2.3,12,103
PAX017097,26,SG,Blue,1,3531.54,Economy,0.512,0,0,4.9,39,252
PAX017098,25,TH,Silver,13,9761.39,Economy,0.212,0,0,7.3,35,39
PAX017099,40,US,Blue,3,3673.2,Economy,0.386,0,1,2.9,12,146
PAX017100,45,TH,Blue,3,3501.61,Economy,0.444,0,1,9.0,1,100
PAX017101,27,US,Gold,35,26099.51,First,0.012,1,1,2.3,40,142
PAX017102,43,QA,Silver,11,10128.5,Economy,0.198,1,0,7.5,2,97
PAX017103,25,IN,Blue,2,3173.73,Economy,0.476,1,0,6.8,1,67
PAX017104,34,FR,Silver,14,5672.74,Economy,0.198,1,1,3.7,48,103
PAX017105,40,IN,Gold,21,19179.48,Economy,0.128,1,0,11.9,1,15
PAX017106,39,SG,Blue,3,2421.72,Economy,0.397,1,1,9.4,28,203
PAX017107,31,FR,Blue,2,2925.56,Business,0.491,1,1,8.8,1,53
PAX017108,37,IN,Blue,4,3981.59,Economy,0.473,1,1,4.1,1,86
PAX017109,38,US,Blue,2,2301.46,Economy,0.5,1,0,2.4,30,17
PAX017110,46,FR,Gold,19,18403.58,Business,0.01,0,0,8.4,11,59
PAX017111,22,QA,Silver,17,4875.95,Business,0.214,1,1,9.3,34,73
PAX017112,50,AE,Blue,3,2875.08,Economy,0.388,1,1,10.6,37,93
PAX017113,41,SG,Blue,2,3500.72,Economy,0.459,0,1,10.5,6,75
PAX017114,30,TH,Blue,3,3490.02,Economy,0.337,1,1,10.2,16,23
PAX017115,32,GB,Blue,2,2474.32,Economy,0.483,1,0,9.9,42,58
PAX017116,40,GB,Blue,2,2636.94,Economy,0.469,0,0,10.7,22,83
PAX017117,35,GB,Silver,11,5764.91,Business,0.269,1,0,6.0,36,59
PAX017118,42,QA,Silver,11,12459.11,Economy,0.204,0,0,12.0,41,42
PAX017119,26,US,Gold,17,22462.88,Business,0.173,0,1,10.2,57,175
PAX017120,41,GB,Silver,10,10431.51,Business,0.164,1,0,2.1,54,1
PAX017121,19,DE,Blue,4,2501.2,Economy,0.34,0,0,8.6,18,33
PAX017122,50,JP,Blue,2,2703.44,Economy,0.359,1,0,11.0,65,1
PAX017123,39,AE,Gold,42,16022.83,Business,0.01,1,1,4.5,2,98
PAX017124,42,IN,Gold,23,23987.53,Business,0.015,1,1,8.7,29,162
PAX017125,29,IN,Silver,7,11519.0,Economy,0.125,0,0,11.4,61,217
PAX017126,25,GB,Blue,1,3753.15,Business,0.422,0,1,11.0,21,130
PAX017127,18,IN,Silver,11,9643.54,Economy,0.175,0,0,9.4,27,1
PAX017128,18,DE,Silver,15,12254.9,Economy,0.262,1,0,11.3,35,77
PAX017129,26,JP,Silver,13,6291.82,Economy,0.241,1,1,10.4,75,32
PAX017130,26,GB,Silver,10,7550.86,Economy,0.106,1,1,3.2,8,105
PAX017131,24,QA,Gold,34,19437.62,Economy,0.043,1,1,1.7,23,200
PAX017132,37,QA,Silver,15,10727.78,Economy,0.067,1,1,11.8,32,83
PAX017133,31,JP,Blue,4,2362.41,Business,0.275,0,1,11.2,14,162
PAX017134,29,GB,Platinum,54,82033.23,Economy,0.01,1,1,5.5,52,198
