flight_id,flight_date,month,route,aircraft_type,scheduled_duration_min,departure_delay_min,arrival_delay_min,on_time_delivery,load_factor,pax_capacity,pax_boarded,fuel_efficiency_lp100km,technical_delay,catering_issue
QA740,2024-01-02,1,DOH-NRT,A350-900,480,0.0,1.3,1,0.969,280,271,3.98,0,0
QA530,2024-03-20,3,DOH-LHR,A350-900,420,7.1,1.0,1,0.723,310,224,4.76,0,0
QA123,2024-02-15,2,DOH-BKK,B777-300ER,360,6.6,5.8,1,0.896,290,260,4.23,0,0
QA557,2024-07-15,7,DOH-NRT,B777-300ER,480,18.9,15.8,0,0.849,280,238,4.12,0,0
QA833,2024-03-25,3,DOH-LHR,A350-900,420,13.4,0.5,1,0.828,310,257,3.62,0,0
QA795,2024-09-17,9,DOH-LHR,A350-900,420,1.8,0.6,1,0.868,310,269,3.92,0,0
QA758,2024-11-18,11,DOH-BOM,A320neo,180,0.0,0.0,1,0.933,175,163,4.78,0,0
QA830,2024-06-07,6,DOH-NRT,A350-900,480,19.0,15.5,0,0.879,280,246,5.05,0,0
QA648,2024-04-23,4,DOH-LHR,A380-800,420,0.0,0.0,1,0.843,310,261,4.23,0,0
QA942,2024-07-15,7,DOH-SIN,B777-300ER,390,14.9,15.8,0,0.917,280,257,4.86,0,0
QA825,2024-01-05,1,DOH-JFK,B777-300ER,510,3.7,6.7,1,0.934,290,271,4.25,0,0
QA774,2024-06-22,6,DOH-NRT,A350-900,480,11.2,0.7,1,0.892,280,250,4.11,0,0
QA936,2024-03-29,3,DOH-SIN,A350-900,390,9.2,8.4,1,0.844,280,236,4.64,0,0
QA735,2024-08-21,8,DOH-JFK,B777-300ER,510,12.6,12.1,1,0.962,290,279,4.89,0,0
QA175,2024-10-03,10,DOH-BOM,B777-300ER,180,8.3,5.7,1,0.977,175,171,4.74,0,0
QA655,2024-09-16,9,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.946,175,166,4.98,0,0
QA629,2024-10-01,10,DOH-BOM,A320neo,180,13.4,5.4,1,0.967,175,169,5.23,0,0
QA163,2024-09-17,9,DOH-BOM,A320neo,180,13.2,9.4,1,0.85,175,149,4.77,0,0
QA703,2024-10-25,10,DOH-SIN,B777-300ER,390,25.2,30.5,0,0.891,280,249,4.97,0,0
QA501,2024-08-21,8,DOH-DXB,A320neo,60,1.9,0.1,1,0.863,180,155,4.81,0,0
QA464,2024-07-08,7,DOH-CDG,A350-900,390,0.0,0.0,1,0.919,300,276,4.83,0,0
QA512,2024-03-28,3,DOH-SIN,B777-300ER,390,8.2,3.2,1,0.88,280,246,4.35,0,0
QA790,2024-05-13,5,DOH-LHR,A380-800,420,0.6,0.0,1,0.896,310,278,4.98,0,0
QA584,2024-03-20,3,DOH-BKK,A350-900,360,13.4,4.3,1,0.849,290,246,3.77,0,0
QA219,2024-03-09,3,DOH-LHR,A380-800,420,25.0,21.7,0,0.885,310,274,4.22,0,0
QA110,2024-07-09,7,DOH-DXB,A320neo,60,0.0,1.3,1,0.905,180,163,4.57,0,0
QA427,2024-12-09,12,DOH-BOM,A320neo,180,0.0,0.0,1,0.899,175,157,5.29,0,0
QA673,2024-01-20,1,DOH-LHR,A350-900,420,5.4,2.9,1,0.968,310,300,4.12,0,0
QA923,2024-09-30,9,DOH-NRT,A350-900,480,2.9,0.0,1,0.951,280,266,4.2,0,0
QA103,2024-12-24,12,DOH-LHR,A350-900,420,9.2,12.3,1,0.758,310,235,4.25,0,0
QA750,2024-06-09,6,DOH-DXB,A321neo,60,2.0,1.7,1,0.873,180,157,4.8,0,0
QA880,2024-01-26,1,DOH-DXB,A321neo,60,15.3,8.5,1,0.835,180,150,5.1,0,0
QA962,2024-06-28,6,DOH-CDG,A350-900,390,3.4,4.7,1,0.887,300,266,4.68,0,0
QA413,2024-08-05,8,DOH-LHR,A380-800,420,11.5,11.4,1,0.958,310,297,4.2,0,0
QA212,2024-08-28,8,DOH-DXB,A320neo,60,17.9,11.3,1,0.901,180,162,4.61,0,0
QA430,2024-10-24,10,DOH-LHR,A380-800,420,5.9,4.1,1,0.825,310,256,4.54,0,0
QA217,2024-10-12,10,DOH-NRT,A350-900,480,11.6,10.3,1,0.886,280,248,5.14,0,0
QA344,2024-02-24,2,DOH-CDG,A380-800,390,29.6,22.4,0,0.973,300,292,5.08,0,0
QA906,2024-07-04,7,DOH-SIN,A350-900,390,11.0,11.1,1,0.921,280,258,4.23,0,0
QA815,2024-08-27,8,DOH-DXB,A321neo,60,2.2,0.0,1,0.76,180,137,4.84,0,0
QA848,2024-11-28,11,DOH-LHR,A350-900,420,6.2,3.4,1,0.844,310,262,3.79,0,0
QA698,2024-03-18,3,DOH-LHR,A380-800,420,0.0,0.0,1,0.99,310,307,4.31,0,0
QA542,2024-12-28,12,DOH-NRT,A350-900,480,20.0,15.7,0,0.962,280,269,4.57,0,0
QA345,2024-10-28,10,DOH-LHR,A380-800,420,6.2,3.5,1,0.911,310,282,4.41,0,0
QA965,2024-01-03,1,DOH-DXB,A321neo,60,3.4,5.0,1,0.752,180,135,4.91,0,0
QA758,2024-01-08,1,DOH-DXB,A320neo,60,9.8,7.7,1,0.906,180,163,4.85,0,0
QA183,2024-06-24,6,DOH-LHR,A350-900,420,3.1,0.0,1,0.879,310,272,4.74,0,0
QA141,2024-09-27,9,DOH-DXB,A320neo,60,12.5,11.9,1,0.776,180,140,3.94,0,0
QA812,2024-01-08,1,DOH-CDG,A350-900,390,37.0,33.0,0,0.923,300,277,3.52,0,0
QA459,2024-10-25,10,DOH-DXB,A320neo,60,3.0,0.9,1,0.883,180,159,4.62,0,1
QA368,2024-08-31,8,DOH-LHR,A380-800,420,0.0,3.8,1,0.874,310,271,5.63,0,0
QA648,2024-02-20,2,DOH-SYD,A380-800,780,20.8,16.5,0,0.979,400,392,4.24,0,0
QA243,2024-09-29,9,DOH-NRT,B777-300ER,480,2.2,0.0,1,0.861,280,241,4.22,0,0
QA782,2024-01-06,1,DOH-LHR,A350-900,420,28.9,21.6,0,0.921,310,286,4.94,0,0
QA107,2024-10-18,10,DOH-JFK,A350-900,510,0.8,0.0,1,0.843,290,244,3.84,0,0
QA662,2024-10-16,10,DOH-BKK,A350-900,360,8.1,4.0,1,0.865,290,251,3.91,0,0
QA742,2024-01-12,1,DOH-LHR,A350-900,420,11.7,9.6,1,0.816,310,253,4.76,0,0
QA306,2024-10-02,10,DOH-NRT,B777-300ER,480,19.9,15.1,0,0.835,280,234,4.87,0,0
QA482,2024-04-26,4,DOH-NRT,A350-900,480,17.2,16.3,0,0.825,280,231,4.27,0,0
QA419,2024-04-20,4,DOH-BOM,A320neo,180,16.0,8.3,1,0.937,175,164,4.76,0,0
QA398,2024-10-05,10,DOH-BKK,B777-300ER,360,7.5,0.0,1,0.942,290,273,4.58,0,0
QA528,2024-06-04,6,DOH-BOM,A320neo,180,3.8,3.9,1,0.886,175,155,5.42,0,0
QA209,2024-01-04,1,DOH-SIN,A350-900,390,2.3,4.0,1,0.96,280,269,4.81,0,1
QA538,2024-07-12,7,DOH-BOM,A320neo,180,8.7,5.2,1,0.9,175,158,4.98,0,0
QA418,2024-03-19,3,DOH-SYD,A350-900,780,3.5,6.8,1,0.83,400,332,4.9,0,0
QA720,2024-04-02,4,DOH-DXB,A321neo,60,21.9,19.8,0,0.858,180,154,4.43,0,0
QA774,2024-02-23,2,DOH-JFK,A350-900,510,3.9,4.0,1,0.777,290,225,4.8,0,0
QA894,2024-09-08,9,DOH-BKK,B777-300ER,360,26.6,23.9,0,0.945,290,274,4.76,0,0
QA223,2024-12-19,12,DOH-BOM,A320neo,180,16.1,16.3,0,0.889,175,156,5.02,0,1
QA587,2024-10-21,10,DOH-LHR,A380-800,420,7.6,9.2,1,0.851,310,264,4.97,0,0
QA320,2024-04-03,4,DOH-CAI,A320neo,150,0.0,2.4,1,0.835,160,134,5.09,0,0
QA617,2024-07-19,7,DOH-BKK,B777-300ER,360,12.0,15.8,0,0.964,290,280,4.09,0,0
QA298,2024-05-30,5,DOH-LHR,A350-900,420,20.6,18.2,0,0.913,310,283,4.74,0,0
QA390,2024-09-27,9,DOH-BKK,B777-300ER,360,16.5,11.9,1,0.85,290,246,4.6,0,0
QA762,2024-07-09,7,DOH-BKK,B777-300ER,360,7.1,6.2,1,1.0,290,290,4.81,0,0
QA609,2024-04-16,4,DOH-NRT,A350-900,480,5.4,3.0,1,0.869,280,243,3.9,0,0
QA489,2024-03-23,3,DOH-DXB,A321neo,60,18.9,18.5,0,0.825,180,148,4.98,0,0
QA985,2024-03-03,3,DOH-CAI,A320neo,150,8.6,5.5,1,0.861,160,138,4.48,0,0
QA293,2024-01-17,1,DOH-BOM,A320neo,180,16.8,15.9,0,0.85,175,149,5.11,0,0
QA548,2024-06-21,6,DOH-LHR,A350-900,420,9.9,10.0,1,1.0,310,310,4.21,0,0
QA854,2024-04-06,4,DOH-DXB,A320neo,60,21.5,20.4,0,0.915,180,165,5.04,0,0
QA223,2024-08-23,8,DOH-SIN,A350-900,390,14.7,13.1,1,0.896,280,251,3.82,0,0
QA675,2024-10-12,10,DOH-JFK,A350-900,510,6.1,8.9,1,0.937,290,272,4.44,0,0
QA438,2024-04-04,4,DOH-CDG,A350-900,390,13.4,12.1,1,0.829,300,249,4.49,0,0
QA755,2024-05-08,5,DOH-SIN,B777-300ER,390,35.0,34.9,0,0.849,280,238,4.02,0,0
QA283,2024-12-24,12,DOH-SIN,B777-300ER,390,8.9,6.2,1,0.94,280,263,4.58,0,0
QA193,2024-07-22,7,DOH-JFK,A350-900,510,9.0,3.8,1,0.895,290,260,5.0,0,0
QA602,2024-03-18,3,DOH-DXB,A321neo,60,3.5,3.7,1,0.859,180,155,5.09,0,0
QA931,2024-09-22,9,DOH-LHR,A350-900,420,5.9,1.7,1,0.731,310,227,4.12,0,0
QA579,2024-12-20,12,DOH-BKK,B777-300ER,360,13.7,12.2,1,0.91,290,264,4.81,0,0
QA187,2024-07-24,7,DOH-NRT,B777-300ER,480,33.0,30.4,0,0.917,280,257,4.48,0,0
QA534,2024-02-24,2,DOH-DXB,A320neo,60,6.1,6.5,1,0.842,180,152,4.51,0,0
QA868,2024-09-13,9,DOH-DXB,A320neo,60,9.1,8.0,1,0.922,180,166,5.14,0,0
QA166,2024-04-21,4,DOH-SYD,A380-800,780,0.0,0.0,1,0.924,400,370,3.88,0,0
QA875,2024-03-07,3,DOH-CAI,A320neo,150,35.4,30.1,0,0.807,160,129,5.24,0,0
QA972,2024-01-27,1,DOH-SYD,A380-800,780,13.9,12.2,1,0.956,400,382,4.12,0,0
QA721,2024-01-26,1,DOH-NRT,A350-900,480,3.1,0.0,1,0.81,280,227,5.42,0,0
QA750,2024-08-21,8,DOH-CAI,A321neo,150,0.0,0.0,1,0.901,160,144,4.77,0,0
QA730,2024-02-26,2,DOH-LHR,A380-800,420,20.5,17.3,0,0.97,310,301,5.39,0,0
QA573,2024-03-24,3,DOH-BKK,B777-300ER,360,13.1,16.4,0,0.889,290,258,4.4,0,0
QA145,2024-10-07,10,DOH-SIN,A350-900,390,11.0,3.2,1,0.793,280,222,5.15,0,0
QA133,2024-09-05,9,DOH-SYD,A380-800,780,0.0,3.3,1,0.895,400,358,4.08,0,0
QA200,2024-11-29,11,DOH-SIN,B777-300ER,390,4.7,0.0,1,0.932,280,261,5.42,0,0
QA200,2024-05-29,5,DOH-JFK,B777-300ER,510,0.0,0.0,1,0.807,290,234,4.64,0,0
QA568,2024-06-19,6,DOH-LHR,A350-900,420,17.6,14.9,1,0.88,310,273,5.02,0,0
QA278,2024-11-18,11,DOH-LHR,A350-900,420,29.1,20.5,0,0.779,310,241,3.93,0,0
QA911,2024-03-08,3,DOH-DXB,A321neo,60,8.3,9.4,1,0.808,180,145,5.0,0,0
QA569,2024-01-09,1,DOH-BKK,A350-900,360,20.3,15.9,0,0.963,290,279,4.55,0,0
QA359,2024-07-08,7,DOH-BOM,A320neo,180,10.5,11.0,1,0.944,175,165,4.88,0,0
QA870,2024-05-11,5,DOH-LHR,A350-900,420,6.5,3.7,1,0.85,310,264,4.07,0,0
QA381,2024-05-09,5,DOH-NRT,B777-300ER,480,4.2,7.1,1,0.899,280,252,4.15,0,0
QA480,2024-12-28,12,DOH-BOM,A320neo,180,8.5,12.8,1,0.859,175,150,4.32,0,0
QA487,2024-01-05,1,DOH-DXB,A321neo,60,9.1,8.6,1,0.829,180,149,4.01,0,0
QA704,2024-02-21,2,DOH-JFK,B777-300ER,510,11.3,10.1,1,0.885,290,257,5.39,0,0
QA556,2024-03-07,3,DOH-DXB,A321neo,60,6.7,4.4,1,0.874,180,157,4.94,0,0
QA712,2024-09-14,9,DOH-BOM,A320neo,180,2.2,3.3,1,0.919,175,161,4.99,0,0
QA245,2024-02-17,2,DOH-BKK,B777-300ER,360,2.4,0.0,1,0.921,290,267,4.46,0,0
QA753,2024-10-08,10,DOH-DXB,A320neo,60,15.3,12.4,1,0.915,180,165,5.06,0,0
QA578,2024-04-13,4,DOH-CDG,A350-900,390,2.2,2.5,1,0.873,300,262,4.07,0,0
QA885,2024-08-16,8,DOH-CAI,A320neo,150,14.5,15.5,0,0.858,160,137,4.76,0,1
QA107,2024-03-11,3,DOH-CDG,A380-800,390,0.0,1.1,1,0.876,300,263,4.22,1,0
QA200,2024-03-22,3,DOH-DXB,A321neo,60,5.0,2.9,1,0.831,180,150,4.97,0,0
QA172,2024-04-18,4,DOH-LHR,A380-800,420,13.1,9.6,1,0.898,310,278,5.01,1,0
QA935,2024-12-07,12,DOH-DXB,A321neo,60,10.4,13.5,1,0.757,180,136,4.55,0,0
QA945,2024-10-11,10,DOH-SYD,A380-800,780,2.6,5.6,1,1.0,400,400,3.96,1,0
QA209,2024-04-28,4,DOH-LHR,A380-800,420,8.4,5.7,1,0.894,310,277,4.03,0,0
QA559,2024-03-26,3,DOH-BKK,A350-900,360,5.4,0.0,1,0.871,290,253,4.35,0,0
QA554,2024-11-17,11,DOH-CDG,A350-900,390,3.7,3.3,1,0.909,300,273,4.57,0,0
QA634,2024-02-28,2,DOH-BKK,A350-900,360,1.1,2.4,1,0.816,290,237,4.55,0,0
QA694,2024-09-17,9,DOH-BKK,B777-300ER,360,4.5,3.4,1,0.96,290,278,4.3,0,0
QA565,2024-04-07,4,DOH-DXB,A320neo,60,1.5,0.0,1,0.89,180,160,4.33,0,0
QA653,2024-02-17,2,DOH-JFK,B777-300ER,510,8.9,7.3,1,0.884,290,256,4.73,0,0
QA897,2024-08-12,8,DOH-LHR,A380-800,420,14.2,14.7,1,0.885,310,274,3.88,0,0
QA817,2024-02-06,2,DOH-BKK,B777-300ER,360,0.0,1.4,1,1.0,290,290,4.12,0,0
QA478,2024-04-20,4,DOH-DXB,A320neo,60,13.0,13.4,1,0.776,180,140,4.62,0,0
QA688,2024-08-19,8,DOH-BOM,A320neo,180,2.8,5.7,1,0.901,175,158,4.49,0,0
QA463,2024-01-18,1,DOH-LHR,A380-800,420,7.4,6.7,1,0.83,310,257,4.99,0,0
QA226,2024-05-07,5,DOH-SYD,A380-800,780,2.7,4.5,1,0.928,400,371,4.35,0,0
QA699,2024-06-23,6,DOH-JFK,A350-900,510,10.2,4.7,1,0.893,290,259,4.07,0,0
QA775,2024-11-06,11,DOH-DXB,A321neo,60,11.3,10.6,1,0.774,180,139,5.01,0,0
QA901,2024-08-30,8,DOH-CDG,A350-900,390,1.6,5.4,1,0.967,300,290,4.33,0,0
QA106,2024-08-26,8,DOH-LHR,A350-900,420,4.4,5.4,1,0.837,310,259,4.36,0,0
QA236,2024-08-22,8,DOH-DXB,A321neo,60,12.6,11.3,1,0.835,180,150,4.86,1,0
QA952,2024-03-20,3,DOH-LHR,A350-900,420,13.7,12.3,1,0.896,310,278,4.68,0,0
QA821,2024-06-18,6,DOH-SIN,A350-900,390,1.2,2.6,1,0.852,280,239,4.06,0,0
QA290,2024-09-25,9,DOH-DXB,A320neo,60,6.4,0.9,1,0.797,180,143,5.09,0,0
QA716,2024-05-26,5,DOH-SYD,A350-900,780,8.9,1.9,1,0.814,400,326,4.13,0,0
QA828,2024-03-02,3,DOH-SYD,A380-800,780,7.2,4.3,1,0.914,400,366,4.42,0,0
QA826,2024-11-27,11,DOH-CDG,A350-900,390,18.4,14.6,1,0.944,300,283,4.84,0,1
QA236,2024-09-24,9,DOH-SIN,A350-900,390,17.6,16.8,0,0.905,280,253,5.58,0,0
QA281,2024-08-12,8,DOH-BOM,B777-300ER,180,15.4,16.0,0,1.0,175,175,4.48,0,0
QA272,2024-06-25,6,DOH-DXB,A320neo,60,0.1,0.0,1,0.876,180,158,4.5,0,0
QA226,2024-07-24,7,DOH-SYD,A350-900,780,12.9,12.4,1,0.901,400,360,4.09,0,0
QA513,2024-07-12,7,DOH-SIN,A350-900,390,44.9,40.5,0,0.987,280,276,3.94,0,0
QA411,2024-02-01,2,DOH-BKK,A350-900,360,30.1,25.0,0,0.937,290,272,5.14,0,0
QA920,2024-07-27,7,DOH-SIN,A350-900,390,2.4,2.3,1,0.921,280,258,4.31,0,0
QA875,2024-03-28,3,DOH-BOM,B777-300ER,180,7.6,6.9,1,0.822,175,144,4.8,0,0
QA283,2024-03-28,3,DOH-BKK,A350-900,360,40.4,35.2,0,0.874,290,253,4.62,0,0
QA421,2024-10-29,10,DOH-LHR,A350-900,420,18.7,15.8,0,0.826,310,256,4.13,0,0
QA321,2024-03-19,3,DOH-DXB,A321neo,60,8.5,8.7,1,0.872,180,157,5.39,0,0
QA217,2024-06-02,6,DOH-JFK,A350-900,510,25.5,21.1,0,0.853,290,247,5.0,0,0
QA354,2024-03-24,3,DOH-BOM,A320neo,180,0.0,1.9,1,0.867,175,152,4.39,0,0
QA321,2024-04-08,4,DOH-CAI,A320neo,150,1.1,0.0,1,0.853,160,136,5.0,0,0
QA152,2024-10-04,10,DOH-SIN,A350-900,390,23.8,21.5,0,0.913,280,256,4.79,0,0
QA330,2024-03-13,3,DOH-BKK,A350-900,360,5.7,3.4,1,0.96,290,278,4.99,0,0
QA150,2024-01-12,1,DOH-DXB,A320neo,60,6.4,8.0,1,0.805,180,145,4.76,0,0
QA847,2024-03-02,3,DOH-SIN,A350-900,390,10.0,6.4,1,0.914,280,256,4.93,0,0
QA666,2024-07-16,7,DOH-SIN,A350-900,390,0.0,4.3,1,0.995,280,279,4.71,0,0
QA214,2024-12-03,12,DOH-DXB,A320neo,60,34.3,27.9,0,0.845,180,152,5.2,0,0
QA789,2024-04-17,4,DOH-LHR,A380-800,420,2.3,6.1,1,0.948,310,294,4.07,0,0
QA396,2024-12-09,12,DOH-CDG,A350-900,390,21.5,19.8,0,0.899,300,270,4.32,0,0
QA230,2024-08-24,8,DOH-BKK,A350-900,360,2.5,0.0,1,0.93,290,270,4.55,0,0
QA351,2024-10-15,10,DOH-LHR,A350-900,420,0.0,2.6,1,0.831,310,258,4.22,0,0
QA221,2024-10-25,10,DOH-NRT,B777-300ER,480,4.8,6.0,1,0.917,280,257,4.21,0,0
QA865,2024-03-25,3,DOH-NRT,B777-300ER,480,0.0,2.8,1,0.863,280,242,4.9,0,0
QA689,2024-05-28,5,DOH-DXB,A321neo,60,7.4,11.2,1,0.828,180,149,4.64,0,0
QA671,2024-10-05,10,DOH-DXB,A320neo,60,2.8,6.9,1,0.843,180,152,4.47,0,0
QA244,2024-04-02,4,DOH-CDG,A350-900,390,14.7,13.6,1,0.806,300,242,5.14,0,0
QA601,2024-04-28,4,DOH-JFK,A350-900,510,15.3,14.2,1,0.818,290,237,4.01,0,0
QA895,2024-11-12,11,DOH-JFK,B777-300ER,510,3.8,4.2,1,0.913,290,265,4.64,0,0
QA403,2024-11-30,11,DOH-DXB,A320neo,60,30.1,21.6,0,0.804,180,145,4.47,0,0
QA832,2024-03-10,3,DOH-SYD,A380-800,780,0.0,0.0,1,0.868,400,347,4.15,0,0
QA631,2024-05-06,5,DOH-NRT,B777-300ER,480,20.0,20.8,0,0.936,280,262,4.57,0,0
QA416,2024-03-28,3,DOH-CAI,A320neo,150,0.0,0.0,1,0.867,160,139,4.86,0,0
QA828,2024-02-20,2,DOH-NRT,A350-900,480,16.1,11.4,1,0.806,280,226,3.89,0,0
QA788,2024-06-12,6,DOH-LHR,A350-900,420,6.5,5.0,1,0.965,310,299,4.37,0,0
QA281,2024-01-08,1,DOH-BKK,A350-900,360,0.9,7.3,1,0.851,290,247,3.88,0,0
QA441,2024-03-20,3,DOH-LHR,A380-800,420,12.8,10.0,1,0.869,310,269,4.11,0,0
QA697,2024-12-30,12,DOH-DXB,A321neo,60,8.5,5.3,1,0.716,180,129,4.75,0,0
QA574,2024-04-14,4,DOH-DXB,A320neo,60,2.9,2.5,1,0.862,180,155,4.95,0,0
QA670,2024-11-15,11,DOH-LHR,A350-900,420,4.0,0.8,1,0.838,310,260,4.93,0,0
QA775,2024-12-09,12,DOH-BOM,A320neo,180,12.6,10.6,1,0.849,175,149,4.92,0,0
QA290,2024-10-19,10,DOH-BOM,B777-300ER,180,2.8,0.0,1,0.861,175,151,4.88,0,1
QA902,2024-04-09,4,DOH-NRT,A350-900,480,4.0,6.4,1,0.876,280,245,4.4,0,0
QA767,2024-04-30,4,DOH-BKK,A350-900,360,5.1,6.9,1,0.858,290,249,4.17,1,0
QA283,2024-03-24,3,DOH-JFK,A350-900,510,14.9,16.5,0,0.916,290,266,4.67,0,0
QA324,2024-03-29,3,DOH-DXB,A320neo,60,44.6,39.3,0,0.934,180,168,4.52,0,0
QA295,2024-04-19,4,DOH-BKK,A350-900,360,21.2,21.6,0,0.872,290,253,4.74,0,0
QA639,2024-02-03,2,DOH-DXB,A321neo,60,21.2,22.5,0,0.773,180,139,4.74,0,0
QA655,2024-06-04,6,DOH-SIN,A350-900,390,8.0,2.8,1,0.969,280,271,4.0,0,0
QA332,2024-04-27,4,DOH-SIN,A350-900,390,7.3,4.6,1,0.913,280,256,4.52,0,0
QA393,2024-01-28,1,DOH-DXB,A320neo,60,0.0,0.0,1,0.722,180,130,4.83,0,0
QA485,2024-01-03,1,DOH-CDG,A350-900,390,24.5,21.4,0,0.81,300,243,4.23,0,1
QA335,2024-06-23,6,DOH-DXB,A320neo,60,24.3,19.9,0,0.894,180,161,4.92,0,0
QA427,2024-07-01,7,DOH-DXB,A321neo,60,25.4,21.6,0,0.827,180,149,4.94,0,0
QA800,2024-11-02,11,DOH-JFK,A350-900,510,8.0,6.5,1,0.863,290,250,4.93,0,0
QA663,2024-04-18,4,DOH-BOM,B777-300ER,180,3.6,4.4,1,0.832,175,146,5.12,0,0
QA615,2024-05-07,5,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.829,175,145,4.52,0,0
QA243,2024-01-26,1,DOH-LHR,A380-800,420,11.1,10.6,1,0.835,310,259,4.54,0,0
QA427,2024-01-29,1,DOH-CDG,A350-900,390,21.8,18.0,0,0.889,300,267,4.54,0,0
QA500,2024-01-19,1,DOH-CAI,A320neo,150,6.6,6.9,1,0.923,160,148,4.81,0,0
QA948,2024-01-30,1,DOH-SYD,A350-900,780,4.8,5.5,1,0.84,400,336,4.61,0,0
QA634,2024-05-03,5,DOH-SYD,A380-800,780,3.7,3.7,1,0.903,400,361,4.49,0,0
QA422,2024-02-11,2,DOH-BOM,A320neo,180,6.4,7.9,1,0.875,175,153,4.82,0,0
QA633,2024-04-01,4,DOH-SIN,A350-900,390,4.4,3.1,1,0.791,280,221,4.56,0,0
QA831,2024-10-19,10,DOH-NRT,A350-900,480,22.2,21.1,0,0.793,280,222,4.18,0,0
QA455,2024-09-17,9,DOH-BKK,B777-300ER,360,37.7,32.8,0,0.777,290,225,4.06,0,0
QA416,2024-09-09,9,DOH-DXB,A320neo,60,7.6,7.1,1,0.947,180,170,5.0,0,0
QA499,2024-04-19,4,DOH-BKK,B777-300ER,360,0.0,1.8,1,0.797,290,231,4.06,0,0
QA883,2024-11-02,11,DOH-BOM,B777-300ER,180,24.8,18.0,0,0.933,175,163,5.02,0,0
QA813,2024-07-24,7,DOH-BOM,B777-300ER,180,2.5,0.0,1,0.968,175,169,4.48,0,0
QA179,2024-04-20,4,DOH-CDG,A380-800,390,2.6,2.5,1,0.844,300,253,4.21,0,0
QA727,2024-11-11,11,DOH-BOM,A320neo,180,2.0,2.6,1,0.906,175,159,4.95,0,0
QA295,2024-01-04,1,DOH-SYD,A350-900,780,0.0,0.0,1,0.841,400,336,4.3,0,0
QA703,2024-05-16,5,DOH-BKK,B777-300ER,360,3.2,0.0,1,0.784,290,227,4.46,0,0
QA467,2024-03-29,3,DOH-JFK,B777-300ER,510,17.2,16.7,0,0.794,290,230,3.65,0,0
QA249,2024-04-01,4,DOH-JFK,B777-300ER,510,9.3,10.5,1,0.921,290,267,4.54,0,0
QA629,2024-10-22,10,DOH-JFK,A350-900,510,10.7,11.6,1,0.81,290,235,4.57,0,0
QA521,2024-06-02,6,DOH-DXB,A320neo,60,3.2,3.3,1,0.971,180,175,4.17,0,0
QA889,2024-09-17,9,DOH-BKK,A350-900,360,6.8,7.8,1,0.84,290,244,4.14,0,0
QA753,2024-02-25,2,DOH-CDG,A350-900,390,3.6,4.5,1,0.747,300,224,4.24,0,0
QA221,2024-06-15,6,DOH-BOM,A320neo,180,0.0,0.0,1,0.965,175,169,5.1,0,0
QA383,2024-04-22,4,DOH-SYD,A350-900,780,8.4,6.0,1,0.791,400,316,5.08,0,0
QA354,2024-08-07,8,DOH-SYD,A350-900,780,0.6,0.9,1,0.851,400,340,5.0,0,0
QA198,2024-01-24,1,DOH-CDG,A350-900,390,10.2,12.7,1,0.883,300,265,4.8,0,0
QA980,2024-11-25,11,DOH-JFK,B777-300ER,510,4.0,1.2,1,0.859,290,249,4.16,0,0
QA461,2024-07-07,7,DOH-BKK,A350-900,360,30.3,21.9,0,0.964,290,280,4.02,0,0
QA787,2024-06-15,6,DOH-LHR,A380-800,420,5.0,4.1,1,1.0,310,310,4.69,0,0
QA238,2024-02-09,2,DOH-BKK,A350-900,360,13.4,10.3,1,0.824,290,239,3.68,0,0
QA228,2024-11-15,11,DOH-JFK,A350-900,510,14.3,11.7,1,0.856,290,248,4.73,0,0
QA334,2024-08-10,8,DOH-JFK,B777-300ER,510,7.7,0.8,1,0.887,290,257,3.79,0,0
QA610,2024-02-08,2,DOH-CAI,A321neo,150,0.0,0.0,1,0.886,160,142,5.01,0,0
QA351,2024-05-04,5,DOH-JFK,A350-900,510,33.9,30.8,0,0.811,290,235,4.62,0,0
QA177,2024-02-16,2,DOH-SIN,A350-900,390,3.5,3.7,1,0.927,280,260,4.81,0,0
QA682,2024-05-09,5,DOH-LHR,A350-900,420,4.6,5.1,1,0.842,310,261,3.82,0,0
QA831,2024-06-05,6,DOH-BOM,A320neo,180,15.8,10.7,1,0.847,175,148,4.59,0,0
QA161,2024-11-20,11,DOH-BKK,A350-900,360,8.3,4.6,1,0.849,290,246,4.64,0,0
QA256,2024-05-23,5,DOH-SYD,A380-800,780,0.0,0.0,1,0.88,400,352,4.77,0,0
QA836,2024-01-02,1,DOH-BKK,A350-900,360,33.8,33.2,0,0.825,290,239,4.79,0,0
QA905,2024-10-26,10,DOH-SIN,A350-900,390,5.0,7.0,1,0.792,280,222,4.41,0,0
QA127,2024-10-03,10,DOH-JFK,A350-900,510,24.1,19.0,0,0.897,290,260,4.79,0,0
QA941,2024-12-03,12,DOH-LHR,A380-800,420,1.2,2.8,1,0.818,310,254,4.41,0,0
QA769,2024-11-10,11,DOH-LHR,A380-800,420,9.2,7.1,1,0.855,310,265,3.9,0,0
QA371,2024-10-30,10,DOH-JFK,A350-900,510,7.4,8.5,1,0.811,290,235,4.53,0,0
QA591,2024-03-26,3,DOH-JFK,A350-900,510,12.3,10.1,1,0.804,290,233,5.31,0,0
