passenger_id,flight_date,month,route,cabin_class,loyalty_tier,ife_used,ife_usage_mins,meal_choice,wifi_purchased,wifi_usage_mins,amenity_kit_used,upgrade_offered,upgrade_accepted,ancillary_revenue_usd
PAX000714,2024-10-15,10,DOH-SIN,Business,Silver,1,263,Vegan,0,0,0,0,0,1.34
PAX013111,2024-11-03,11,DOH-LHR,Economy,Blue,1,263,Vegan,1,214,0,0,0,37.2
PAX032237,2024-10-06,10,DOH-CDG,First,Silver,0,0,Vegetarian,0,0,1,0,0,12.74
PAX016175,2024-07-05,7,DOH-BKK,Economy,Blue,1,228,Standard,0,0,0,0,0,1.04
PAX006448,2024-07-19,7,DOH-JFK,Economy,Blue,0,0,Halal,0,0,1,0,0,22.08
PAX001395,2024-09-09,9,DOH-BKK,Business,Blue,1,267,Standard,1,186,1,1,1,389.68
PAX038473,2024-05-10,5,DOH-SIN,Economy,Silver,1,242,Vegetarian,0,0,0,0,0,2.0
PAX012949,2024-12-03,12,DOH-SIN,Business,Silver,1,299,Standard,1,201,0,0,0,33.77
PAX007073,2024-03-31,3,DOH-CDG,Business,Blue,1,235,Standard,1,199,1,0,0,32.44
PAX044478,2024-01-31,1,DOH-BKK,Economy,Gold,1,226,Standard,1,194,0,1,1,381.31
PAX033959,2024-12-02,12,DOH-CAI,Economy,Gold,1,136,Vegetarian,0,0,0,0,0,11.03
PAX024746,2024-06-11,6,DOH-SYD,Economy,Silver,1,508,Standard,0,0,0,0,0,6.78
PAX028422,2024-12-30,12,DOH-DXB,Economy,Silver,1,15,Kids,1,35,0,0,0,38.72
PAX024879,2024-07-24,7,DOH-SIN,Economy,Gold,1,270,Standard,0,0,0,0,0,5.76
PAX017010,2024-03-08,3,DOH-BKK,Business,Blue,1,211,Standard,1,174,1,1,0,26.26
PAX026420,2024-09-12,9,DOH-CAI,First,Gold,1,61,Standard,1,76,1,1,0,27.78
PAX001447,2024-12-07,12,DOH-NRT,Economy,Gold,0,0,Standard,0,0,1,1,0,11.86
PAX016141,2024-03-27,3,DOH-BKK,Economy,Blue,1,234,Gluten-Free,0,0,0,0,0,4.04
PAX034888,2024-07-11,7,DOH-DXB,Economy,Blue,1,-33,Standard,0,0,0,0,0,6.75
PAX037929,2024-10-22,10,DOH-DXB,Economy,Blue,1,25,Kids,0,0,0,0,0,12.94
PAX034835,2024-10-19,10,DOH-DXB,Economy,Blue,1,19,Gluten-Free,1,26,0,0,0,31.89
PAX038083,2024-11-20,11,DOH-LHR,Economy,Silver,1,248,Vegetarian,1,216,0,0,0,34.97
PAX024466,2024-08-07,8,DOH-SYD,Economy,Blue,1,535,Standard,1,406,0,0,0,38.03
PAX016749,2024-04-28,4,DOH-LHR,Business,Gold,0,0,Standard,0,0,1,0,0,5.1
PAX034537,2024-11-15,11,DOH-JFK,Economy,Blue,1,307,Halal,1,280,0,1,1,375.62
PAX035461,2024-03-20,3,DOH-DXB,Economy,Silver,1,67,Halal,0,0,0,0,0,5.49
PAX006328,2024-12-05,12,DOH-LHR,Business,Silver,1,243,Gluten-Free,0,0,1,1,1,354.62
PAX025283,2024-09-24,9,DOH-LHR,Economy,Blue,1,254,Kids,1,184,0,0,0,27.31
PAX035933,2024-11-14,11,DOH-LHR,Economy,Blue,1,234,Kids,0,0,0,1,0,4.74
PAX003858,2024-07-06,7,DOH-DXB,Economy,Silver,1,3,Vegan,1,25,0,0,0,32.01
PAX015167,2024-06-12,6,DOH-NRT,Economy,Platinum,1,294,Vegetarian,0,0,1,1,0,16.92
PAX038797,2024-01-04,1,DOH-LHR,Economy,Blue,1,285,Standard,0,0,0,1,0,8.99
PAX006587,2024-08-25,8,DOH-SYD,Economy,Blue,1,567,Standard,1,394,1,0,0,34.95
PAX024930,2024-06-23,6,DOH-LHR,Economy,Gold,1,326,Standard,0,0,0,0,0,6.95
PAX001472,2024-04-15,4,DOH-SIN,Business,Blue,1,293,Standard,1,198,0,0,0,38.35
PAX032732,2024-07-17,7,DOH-BOM,Business,Blue,1,127,Halal,0,0,1,0,0,5.03
PAX047576,2024-01-14,1,DOH-DXB,Economy,Silver,1,45,Standard,0,0,1,1,0,20.94
PAX046244,2024-01-20,1,DOH-SYD,First,Silver,0,0,Standard,1,384,1,0,0,34.78
PAX036048,2024-10-11,10,DOH-LHR,Economy,Silver,1,289,Vegetarian,0,0,0,0,0,11.69
PAX002528,2024-08-01,8,DOH-LHR,Economy,Silver,1,284,Standard,1,217,1,0,0,38.67
PAX027434,2024-05-21,5,DOH-CDG,Economy,Silver,1,277,Standard,0,0,0,1,1,356.69
PAX030842,2024-06-11,6,DOH-SYD,Business,Blue,1,597,Standard,0,0,0,0,0,12.14
PAX036733,2024-01-21,1,DOH-JFK,Economy,Platinum,0,0,Standard,0,0,0,0,0,9.0
PAX006635,2024-11-07,11,DOH-LHR,Business,Blue,0,0,Standard,1,222,0,1,0,26.34
PAX017656,2024-02-03,2,DOH-LHR,Economy,Platinum,1,267,Kids,0,0,1,1,0,19.84
PAX043923,2024-01-15,1,DOH-BOM,Economy,Gold,1,111,Halal,1,88,0,0,0,30.99
PAX037313,2024-12-10,12,DOH-DXB,Economy,Silver,0,0,Halal,0,0,1,1,1,370.98
PAX037563,2024-03-19,3,DOH-BOM,Business,Blue,1,49,Halal,0,0,1,0,0,5.35
PAX031493,2024-10-10,10,DOH-SYD,Business,Silver,1,477,Standard,1,408,1,1,0,37.93
PAX037502,2024-11-28,11,DOH-LHR,Economy,Blue,1,272,Vegan,0,0,0,0,0,5.27
PAX032117,2024-05-10,5,DOH-BOM,Economy,Blue,0,0,Vegetarian,0,0,0,0,0,9.45
PAX041587,2024-07-12,7,DOH-CDG,Business,Blue,1,277,Halal,1,184,0,0,0,34.39
PAX028408,2024-03-21,3,DOH-SYD,Economy,Blue,1,507,Standard,0,0,0,1,0,3.96
PAX046479,2024-02-03,2,DOH-CDG,Economy,Gold,1,310,Standard,1,226,0,0,0,39.68
PAX014092,2024-10-21,10,DOH-DXB,First,Silver,1,53,Standard,1,36,1,0,0,26.85
PAX000538,2024-03-14,3,DOH-JFK,Economy,Gold,1,361,Standard,0,0,0,0,0,10.91
PAX042008,2024-09-25,9,DOH-CDG,First,Gold,1,271,Gluten-Free,1,185,1,0,0,36.03
PAX027062,2024-07-03,7,DOH-BOM,Economy,Gold,0,0,Standard,1,87,0,0,0,30.55
PAX034467,2024-12-30,12,DOH-BOM,Economy,Platinum,1,93,Standard,0,0,1,0,0,10.72
PAX012570,2024-10-02,10,DOH-CAI,Business,Silver,1,109,Halal,0,0,0,0,0,14.84
PAX012893,2024-07-31,7,DOH-LHR,Economy,Blue,1,291,Vegan,1,209,0,0,0,27.71
PAX033267,2024-10-10,10,DOH-BOM,Economy,Blue,0,0,Standard,1,113,1,0,0,44.15
PAX028489,2024-04-30,4,DOH-JFK,Economy,Gold,1,348,Vegetarian,0,0,0,0,0,2.31
PAX008949,2024-03-05,3,DOH-BKK,Business,Blue,1,194,Standard,0,0,1,0,0,4.95
PAX019649,2024-03-07,3,DOH-JFK,Economy,Blue,1,342,Standard,0,0,0,0,0,2.94
PAX020206,2024-10-14,10,DOH-JFK,Economy,Silver,1,347,Halal,1,272,0,1,1,387.46
PAX000017,2024-09-17,9,DOH-BOM,First,Blue,0,0,Standard,1,63,1,1,1,389.31
PAX019978,2024-04-02,4,DOH-BOM,Business,Blue,0,0,Vegan,1,83,0,1,0,28.06
PAX008035,2024-10-16,10,DOH-CDG,Business,Silver,1,223,Standard,1,169,0,0,0,34.37
PAX047417,2024-05-14,5,DOH-LHR,Business,Platinum,1,218,Vegan,1,215,1,0,0,38.04
PAX045126,2024-06-27,6,DOH-DXB,Economy,Blue,1,34,Standard,0,0,0,0,0,3.4
PAX008755,2024-10-04,10,DOH-BOM,Economy,Silver,1,153,Vegetarian,0,0,1,0,0,8.55
PAX031777,2024-06-09,6,DOH-JFK,Economy,Silver,1,313,Vegetarian,1,246,0,0,0,37.38
PAX044078,2024-04-11,4,DOH-JFK,Business,Blue,1,294,Standard,0,0,1,0,0,12.79
PAX001816,2024-03-30,3,DOH-SIN,Economy,Blue,1,247,Vegetarian,0,0,0,0,0,1.08
PAX030756,2024-01-25,1,DOH-JFK,Business,Gold,1,297,Standard,1,249,1,0,0,36.9
PAX005951,2024-07-22,7,DOH-BOM,Business,Blue,1,150,Standard,1,83,1,0,0,39.9
PAX030888,2024-06-02,6,DOH-JFK,Business,Blue,1,298,Standard,0,0,1,0,0,14.16
PAX047121,2024-06-04,6,DOH-LHR,First,Gold,1,276,Standard,1,179,1,0,0,38.02
PAX020580,2024-09-12,9,DOH-CAI,Economy,Blue,1,90,Kids,0,0,0,0,0,13.29
PAX028746,2024-03-05,3,DOH-SIN,Economy,Gold,0,0,Vegetarian,1,193,0,0,0,33.79
PAX047322,2024-04-17,4,DOH-CDG,Economy,Blue,0,0,Standard,0,0,0,1,0,13.25
PAX028398,2024-12-20,12,DOH-BOM,Economy,Blue,0,0,Vegan,0,0,0,0,0,8.16
PAX009519,2024-02-25,2,DOH-NRT,Economy,Blue,1,344,Standard,1,216,1,0,0,42.18
PAX009754,2024-07-21,7,DOH-NRT,Economy,Silver,1,354,Standard,0,0,0,0,0,4.25
PAX020124,2024-02-19,2,DOH-DXB,Economy,Blue,0,0,Kids,1,37,0,1,0,27.55
PAX028026,2024-01-06,1,DOH-LHR,Economy,Platinum,1,275,Standard,1,163,0,0,0,32.54
PAX045832,2024-03-24,3,DOH-CDG,Business,Blue,1,216,Standard,1,198,0,1,0,33.99
PAX019488,2024-05-20,5,DOH-LHR,Economy,Silver,1,227,Standard,0,0,1,1,0,18.5
PAX013921,2024-01-20,1,DOH-LHR,Economy,Gold,1,274,Standard,1,217,1,0,0,44.14
PAX005410,2024-04-30,4,DOH-JFK,Economy,Blue,1,327,Vegetarian,0,0,0,0,0,6.65
PAX007771,2024-04-05,4,DOH-BOM,Business,Gold,1,92,Standard,1,84,1,1,0,30.64
PAX008916,2024-10-10,10,DOH-LHR,Economy,Platinum,0,0,Halal,0,0,0,0,0,10.06
PAX007580,2024-04-11,4,DOH-JFK,Economy,Blue,1,333,Gluten-Free,0,0,1,0,0,22.56
PAX021863,2024-01-04,1,DOH-LHR,Economy,Blue,1,298,Standard,0,0,0,0,0,5.66
PAX033739,2024-06-02,6,DOH-LHR,Business,Blue,1,345,Standard,1,238,0,0,0,35.26
PAX044482,2024-12-04,12,DOH-SIN,Economy,Blue,1,252,Halal,0,0,0,0,0,14.23
PAX018716,2024-06-30,6,DOH-JFK,Economy,Silver,1,284,Standard,1,267,0,0,0,25.0
PAX022788,2024-09-20,9,DOH-BKK,First,Silver,1,246,Standard,1,193,0,0,0,30.5
PAX043276,2024-03-09,3,DOH-LHR,Economy,Gold,1,301,Standard,0,0,0,0,0,0.41
PAX032468,2024-11-07,11,DOH-NRT,Economy,Silver,1,343,Halal,0,0,0,0,0,9.43
PAX047632,2024-09-26,9,DOH-LHR,Business,Gold,1,207,Vegetarian,1,222,1,1,1,389.01
PAX034201,2024-12-17,12,DOH-JFK,Economy,Blue,1,254,Kids,0,0,0,0,0,12.02
PAX031138,2024-07-23,7,DOH-DXB,Economy,Gold,1,56,Vegetarian,0,0,1,1,0,15.81
PAX015877,2024-03-03,3,DOH-BKK,Economy,Blue,1,247,Standard,1,156,0,0,0,36.16
PAX022004,2024-10-13,10,DOH-BOM,Economy,Silver,0,0,Standard,1,78,1,1,0,38.94
PAX008475,2024-11-18,11,DOH-JFK,Economy,Blue,1,376,Vegan,0,0,0,0,0,13.86
PAX019469,2024-09-28,9,DOH-SIN,Economy,Platinum,1,242,Standard,0,0,0,0,0,7.97
PAX017846,2024-01-25,1,DOH-CDG,Economy,Blue,1,277,Kids,1,207,0,0,0,35.43
PAX040557,2024-05-25,5,DOH-JFK,Economy,Gold,1,303,Vegetarian,0,0,1,0,0,22.64
PAX025577,2024-07-26,7,DOH-LHR,Economy,Blue,1,341,Standard,0,0,0,1,1,357.48
PAX033265,2024-02-18,2,DOH-CAI,Economy,Blue,1,27,Standard,1,114,1,1,1,388.03
PAX006459,2024-09-29,9,DOH-LHR,Economy,Silver,1,285,Vegetarian,0,0,0,0,0,4.84
PAX020417,2024-06-06,6,DOH-BOM,Economy,Silver,0,0,Standard,0,0,0,1,1,360.39
PAX005806,2024-09-23,9,DOH-DXB,Economy,Gold,1,17,Standard,0,0,0,1,0,11.24
PAX024645,2024-04-16,4,DOH-LHR,Economy,Blue,1,272,Standard,0,0,0,0,0,3.64
PAX038762,2024-09-08,9,DOH-JFK,Business,Blue,1,331,Halal,1,245,1,0,0,32.58
PAX010327,2024-10-20,10,DOH-JFK,Economy,Blue,1,301,Standard,1,256,1,0,0,38.01
PAX020005,2024-03-02,3,DOH-BKK,Economy,Silver,1,257,Vegetarian,0,0,0,0,0,7.95
PAX025078,2024-09-24,9,DOH-SYD,Economy,Gold,1,440,Standard,1,419,1,0,0,42.35
PAX023818,2024-03-21,3,DOH-SIN,Economy,Blue,1,241,Vegetarian,0,0,0,0,0,4.07
PAX034924,2024-07-09,7,DOH-JFK,Economy,Silver,1,343,Vegan,0,0,0,0,0,7.71
PAX047779,2024-06-22,6,DOH-CAI,Economy,Silver,0,0,Halal,0,0,0,0,0,12.6
PAX010215,2024-07-06,7,DOH-LHR,Economy,Silver,1,233,Standard,0,0,0,0,0,4.7
PAX001625,2024-01-26,1,DOH-SIN,Business,Blue,1,226,Standard,1,203,0,1,1,384.28
PAX019089,2024-09-14,9,DOH-LHR,Economy,Blue,1,300,Halal,1,229,0,0,0,37.07
PAX040274,2024-01-19,1,DOH-LHR,Economy,Silver,1,267,Standard,0,0,1,1,0,12.58
PAX010832,2024-01-29,1,DOH-DXB,Economy,Platinum,0,0,Standard,1,35,0,0,0,32.09
PAX046885,2024-04-20,4,DOH-JFK,Economy,Gold,1,322,Kids,0,0,0,0,0,8.64
PAX004850,2024-08-28,8,DOH-DXB,Business,Blue,1,55,Standard,1,50,0,0,0,32.12
PAX007065,2024-11-23,11,DOH-NRT,First,Blue,1,326,Vegetarian,1,184,1,1,0,34.2
PAX036289,2024-09-07,9,DOH-NRT,First,Blue,1,282,Halal,1,217,1,0,0,38.99
PAX025964,2024-06-02,6,DOH-CDG,Economy,Blue,1,261,Standard,0,0,0,0,0,14.53
PAX002019,2024-03-16,3,DOH-SYD,Economy,Gold,1,522,Standard,1,403,1,1,0,35.64
PAX001950,2024-05-05,5,DOH-BOM,Business,Silver,1,85,Standard,0,0,1,1,0,14.34
PAX029265,2024-04-07,4,DOH-SIN,Business,Silver,1,238,Vegan,1,214,0,1,0,37.21
PAX047694,2024-08-07,8,DOH-SIN,Economy,Blue,0,0,Standard,0,0,0,0,0,7.67
PAX012155,2024-01-30,1,DOH-LHR,Economy,Gold,1,303,Kids,0,0,0,0,0,6.9
PAX012581,2024-12-16,12,DOH-LHR,Economy,Blue,1,311,Standard,0,0,0,0,0,13.53
PAX002283,2024-12-28,12,DOH-SYD,Business,Platinum,1,514,Standard,1,362,0,0,0,31.55
PAX033795,2024-12-17,12,DOH-SYD,Business,Platinum,1,526,Standard,1,395,1,0,0,33.43
PAX001824,2024-06-03,6,DOH-NRT,Economy,Gold,1,318,Gluten-Free,0,0,0,1,0,3.79
PAX015612,2024-09-26,9,DOH-DXB,Business,Blue,1,10,Vegan,0,0,1,0,0,14.16
PAX042336,2024-05-06,5,DOH-SIN,Economy,Gold,1,245,Gluten-Free,0,0,0,0,0,3.33
PAX015099,2024-06-17,6,DOH-CDG,Economy,Blue,1,228,Halal,1,173,0,0,0,35.9
PAX028839,2024-04-11,4,DOH-DXB,Economy,Platinum,1,30,Standard,0,0,1,0,0,21.74
PAX026239,2024-01-03,1,DOH-SIN,Economy,Silver,1,227,Vegan,1,188,0,0,0,29.61
PAX002826,2024-05-19,5,DOH-BKK,Business,Blue,1,208,Standard,0,0,1,0,0,9.2
PAX029291,2024-12-12,12,DOH-JFK,Economy,Silver,1,339,Gluten-Free,0,0,0,0,0,7.91
PAX028493,2024-08-14,8,DOH-SIN,Business,Platinum,1,263,Vegetarian,1,197,1,0,0,38.02
PAX014768,2024-01-08,1,DOH-NRT,Economy,Gold,1,284,Standard,1,249,0,0,0,28.01
PAX009346,2024-04-28,4,DOH-LHR,Economy,Blue,1,295,Halal,1,197,0,0,0,25.58
PAX011392,2024-09-27,9,DOH-CDG,Economy,Gold,1,251,Standard,1,170,0,1,0,39.79
PAX011257,2024-06-24,6,DOH-BOM,Economy,Blue,1,136,Standard,1,100,0,0,0,36.81
PAX036112,2024-08-17,8,DOH-BOM,Economy,Gold,0,0,Vegetarian,0,0,0,1,1,357.15
PAX039266,2024-02-18,2,DOH-SIN,Economy,Silver,1,279,Standard,0,0,0,0,0,11.29
PAX023256,2024-01-16,1,DOH-LHR,Economy,Gold,1,310,Vegetarian,0,0,0,0,0,10.52
PAX006230,2024-04-02,4,DOH-LHR,Economy,Platinum,1,292,Halal,0,0,0,0,0,13.41
PAX007626,2024-06-20,6,DOH-LHR,Economy,Gold,1,244,Standard,0,0,0,1,0,13.33
PAX026571,2024-08-28,8,DOH-CDG,Economy,Silver,1,212,Standard,1,188,0,0,0,30.55
PAX020119,2024-02-19,2,DOH-JFK,Business,Gold,0,0,Standard,0,0,1,0,0,5.01
PAX039231,2024-08-14,8,DOH-CDG,Economy,Blue,0,0,Standard,0,0,1,0,0,10.38
PAX020895,2024-08-14,8,DOH-LHR,Economy,Blue,1,226,Vegan,0,0,0,0,0,4.7
PAX017343,2024-03-14,3,DOH-CDG,Economy,Blue,1,281,Gluten-Free,0,0,1,0,0,11.86
PAX005766,2024-04-02,4,DOH-SYD,Economy,Silver,1,507,Kids,1,415,1,0,0,43.86
PAX034019,2024-05-23,5,DOH-CAI,Economy,Blue,1,113,Gluten-Free,0,0,0,0,0,5.37
PAX029691,2024-02-03,2,DOH-LHR,Economy,Blue,1,245,Standard,0,0,1,0,0,21.0
PAX013471,2024-06-20,6,DOH-BKK,Economy,Silver,1,209,Standard,0,0,0,1,0,5.87
PAX033299,2024-12-09,12,DOH-SIN,Business,Silver,1,303,Gluten-Free,1,192,1,0,0,36.75
PAX003651,2024-06-11,6,DOH-SYD,Business,Blue,1,546,Standard,0,0,1,0,0,0.13
PAX024087,2024-10-24,10,DOH-BKK,Economy,Blue,0,0,Standard,0,0,0,1,0,8.09
PAX015747,2024-03-11,3,DOH-NRT,Business,Blue,1,283,Kids,0,0,0,0,0,10.77
PAX026176,2024-11-02,11,DOH-NRT,Economy,Silver,0,0,Gluten-Free,1,239,0,0,0,36.13
PAX015945,2024-11-02,11,DOH-LHR,Economy,Silver,1,255,Standard,0,0,1,0,0,11.28
PAX041507,2024-10-06,10,DOH-BKK,Economy,Platinum,1,216,Standard,0,0,0,0,0,3.14
PAX003213,2024-03-24,3,DOH-LHR,Business,Blue,1,248,Standard,1,201,0,0,0,28.87
PAX046845,2024-09-17,9,DOH-JFK,Business,Blue,1,301,Vegetarian,0,0,1,0,0,12.34
PAX030132,2024-12-03,12,DOH-JFK,First,Silver,1,364,Standard,1,266,1,0,0,25.88
PAX009384,2024-09-11,9,DOH-SIN,Economy,Silver,1,259,Halal,1,203,1,1,0,35.35
PAX015480,2024-08-30,8,DOH-JFK,Business,Gold,1,321,Halal,0,0,1,0,0,6.94
PAX020370,2024-08-11,8,DOH-BKK,Economy,Gold,1,206,Halal,0,0,0,1,1,353.89
PAX015676,2024-12-11,12,DOH-JFK,First,Blue,1,337,Standard,1,260,1,0,0,31.96
PAX007686,2024-04-25,4,DOH-JFK,Business,Blue,0,0,Halal,1,244,1,0,0,33.61
PAX039233,2024-06-14,6,DOH-CDG,Economy,Platinum,1,263,Standard,0,0,0,1,1,359.61
PAX039789,2024-01-13,1,DOH-BOM,Economy,Silver,0,0,Standard,0,0,1,1,0,12.61
PAX027514,2024-04-03,4,DOH-SYD,Economy,Gold,1,462,Standard,0,0,0,0,0,9.15
PAX028484,2024-07-17,7,DOH-SYD,Economy,Platinum,1,520,Standard,1,439,0,1,0,37.53
PAX027782,2024-01-05,1,DOH-CDG,Economy,Blue,1,287,Standard,0,0,0,0,0,14.07
PAX021672,2024-03-26,3,DOH-LHR,Economy,Silver,1,275,Halal,0,0,0,0,0,12.17
PAX002237,2024-12-04,12,DOH-SYD,Economy,Gold,0,0,Standard,1,397,0,0,0,25.26
PAX018926,2024-05-09,5,DOH-CAI,Economy,Blue,0,0,Standard,0,0,1,0,0,13.01
PAX002511,2024-04-23,4,DOH-DXB,First,Blue,1,58,Gluten-Free,1,5,1,0,0,34.1
PAX011062,2024-03-12,3,DOH-SYD,Economy,Gold,0,0,Vegan,1,416,1,0,0,45.18
PAX031713,2024-05-16,5,DOH-CDG,Economy,Gold,1,202,Kids,0,0,0,1,1,359.21
PAX047195,2024-04-03,4,DOH-DXB,First,Blue,0,0,Standard,1,37,1,1,0,39.5
PAX034098,2024-05-20,5,DOH-SIN,Economy,Blue,1,267,Standard,1,210,1,1,0,43.39
PAX040976,2024-03-14,3,DOH-CAI,Economy,Blue,1,117,Standard,0,0,1,0,0,22.47
PAX030695,2024-09-23,9,DOH-BOM,Economy,Silver,1,101,Vegetarian,0,0,0,1,1,355.92
PAX020227,2024-08-10,8,DOH-LHR,Economy,Silver,1,310,Halal,0,0,0,1,1,354.26
PAX030876,2024-09-26,9,DOH-BKK,Economy,Silver,1,251,Vegetarian,1,184,0,0,0,26.52
PAX010449,2024-10-15,10,DOH-JFK,Economy,Silver,1,345,Standard,0,0,0,0,0,10.83
PAX007797,2024-09-25,9,DOH-DXB,Economy,Blue,1,56,Standard,0,0,1,1,0,22.68
PAX001023,2024-04-21,4,DOH-LHR,Economy,Blue,1,232,Kids,0,0,0,1,1,364.55
PAX036621,2024-11-11,11,DOH-LHR,Business,Blue,1,319,Kids,1,212,0,0,0,32.81
PAX044124,2024-06-20,6,DOH-DXB,Economy,Blue,0,0,Vegetarian,0,0,0,0,0,6.16
PAX021235,2024-01-24,1,DOH-SIN,Economy,Gold,1,232,Vegan,0,0,0,0,0,0.27
PAX010427,2024-07-07,7,DOH-CAI,Business,Blue,1,98,Halal,1,80,0,0,0,27.37
PAX032201,2024-02-15,2,DOH-NRT,Economy,Silver,1,266,Vegan,0,0,0,0,0,0.92
PAX014769,2024-02-20,2,DOH-NRT,Economy,Blue,1,281,Vegetarian,0,0,0,1,1,354.38
PAX007874,2024-08-25,8,DOH-DXB,Economy,Gold,0,0,Gluten-Free,0,0,0,0,0,11.73
PAX004698,2024-05-19,5,DOH-SIN,Economy,Blue,0,0,Kids,0,0,0,0,0,13.83
PAX023142,2024-12-15,12,DOH-CDG,Business,Gold,1,291,Standard,1,171,1,0,0,30.62
PAX005735,2024-11-21,11,DOH-JFK,Economy,Gold,1,384,Standard,0,0,0,1,1,351.65
PAX007554,2024-01-31,1,DOH-SYD,Economy,Silver,1,497,Gluten-Free,0,0,0,0,0,6.0
PAX010981,2024-08-21,8,DOH-BOM,Economy,Gold,0,0,Vegetarian,1,114,0,0,0,38.6
PAX019060,2024-03-29,3,DOH-CDG,Economy,Blue,1,256,Halal,0,0,0,0,0,13.66
PAX019911,2024-04-04,4,DOH-LHR,Economy,Silver,1,306,Kids,0,0,0,0,0,6.15
PAX012804,2024-12-12,12,DOH-CDG,Economy,Gold,1,264,Standard,0,0,0,0,0,1.0
PAX042011,2024-01-01,1,DOH-CAI,Economy,Blue,1,68,Halal,0,0,0,0,0,2.67
PAX011768,2024-02-23,2,DOH-LHR,Economy,Platinum,1,261,Halal,0,0,1,0,0,21.9
PAX011733,2024-08-22,8,DOH-JFK,Business,Blue,1,322,Standard,1,283,1,1,0,29.4
PAX022315,2024-03-04,3,DOH-SYD,Economy,Blue,1,533,Halal,0,0,0,0,0,8.47
PAX027215,2024-03-15,3,DOH-CDG,Business,Blue,1,280,Vegetarian,1,177,1,0,0,33.32
PAX036124,2024-11-30,11,DOH-CDG,Economy,Blue,1,269,Gluten-Free,0,0,0,1,0,1.53
PAX043148,2024-07-18,7,DOH-DXB,Economy,Gold,0,0,Vegan,0,0,0,0,0,8.14
PAX011751,2024-11-11,11,DOH-SYD,Economy,Gold,1,477,Standard,0,0,1,0,0,22.76
PAX020520,2024-01-08,1,DOH-DXB,Economy,Blue,1,43,Standard,1,37,0,1,0,37.33
PAX001849,2024-09-09,9,DOH-DXB,Business,Blue,0,0,Standard,0,0,0,1,0,8.25
PAX047265,2024-10-13,10,DOH-SIN,Economy,Blue,1,271,Standard,0,0,0,0,0,4.94
PAX041132,2024-04-07,4,DOH-JFK,Economy,Platinum,1,318,Standard,1,257,1,0,0,35.46
PAX030109,2024-06-28,6,DOH-LHR,Economy,Blue,1,253,Standard,1,216,1,0,0,41.99
PAX009170,2024-09-25,9,DOH-SYD,Economy,Platinum,1,533,Standard,1,381,0,0,0,35.1
PAX012886,2024-11-26,11,DOH-JFK,Economy,Platinum,1,244,Standard,0,0,1,0,0,21.75
PAX033064,2024-01-23,1,DOH-DXB,Economy,Platinum,0,0,Standard,0,0,0,0,0,4.93
PAX047061,2024-08-31,8,DOH-LHR,Economy,Blue,1,265,Standard,1,188,1,0,0,42.78
PAX027846,2024-12-18,12,DOH-CDG,Economy,Blue,1,265,Standard,1,176,0,1,1,383.21
PAX027073,2024-05-22,5,DOH-CDG,Business,Gold,1,229,Standard,0,0,1,0,0,14.02
PAX040753,2024-05-13,5,DOH-DXB,Economy,Blue,1,36,Gluten-Free,0,0,0,0,0,9.09
PAX034180,2024-01-09,1,DOH-JFK,Economy,Gold,1,322,Standard,1,283,0,1,0,37.05
PAX018967,2024-04-28,4,DOH-SYD,Economy,Silver,1,503,Vegetarian,0,0,1,0,0,12.45
PAX006631,2024-03-15,3,DOH-LHR,Economy,Platinum,1,304,Vegetarian,0,0,0,0,0,11.05
PAX006933,2024-06-19,6,DOH-JFK,Economy,Gold,1,355,Standard,0,0,1,0,0,17.14
PAX015386,2024-09-21,9,DOH-BOM,Economy,Blue,1,133,Standard,0,0,1,1,0,20.38
PAX004850,2024-09-22,9,DOH-BKK,Economy,Blue,1,218,Standard,0,0,0,1,1,363.62
PAX015466,2024-07-02,7,DOH-LHR,Business,Blue,1,257,Standard,1,250,0,0,0,29.13
PAX003897,2024-09-21,9,DOH-DXB,Economy,Blue,1,37,Vegetarian,0,0,0,0,0,0.31
PAX045819,2024-08-22,8,DOH-JFK,Economy,Gold,1,379,Vegan,0,0,0,1,1,360.4
PAX029319,2024-06-25,6,DOH-CAI,Economy,Blue,1,37,Standard,0,0,1,0,0,14.06
PAX037857,2024-07-30,7,DOH-CDG,Business,Blue,1,224,Standard,0,0,1,0,0,1.15
PAX034096,2024-07-16,7,DOH-BKK,Economy,Blue,1,182,Standard,0,0,0,0,0,13.21
PAX008950,2024-11-05,11,DOH-JFK,Economy,Gold,0,0,Standard,0,0,0,1,1,356.96
PAX031354,2024-11-06,11,DOH-BOM,Economy,Blue,1,110,Gluten-Free,1,63,0,0,0,34.47
PAX020193,2024-11-30,11,DOH-LHR,Economy,Platinum,1,310,Standard,1,209,1,1,1,386.88
PAX007752,2024-12-06,12,DOH-DXB,Economy,Blue,1,27,Standard,1,26,0,1,1,376.5
PAX005642,2024-11-09,11,DOH-SYD,Economy,Gold,1,505,Vegetarian,0,0,0,0,0,6.8
PAX039748,2024-08-27,8,DOH-JFK,Economy,Blue,1,318,Standard,0,0,0,0,0,13.94
PAX025165,2024-07-12,7,DOH-DXB,Economy,Silver,1,8,Standard,0,0,0,0,0,3.25
PAX016175,2024-03-28,3,DOH-JFK,Business,Gold,1,314,Standard,1,246,0,1,0,33.24
PAX004976,2024-10-05,10,DOH-SIN,Economy,Blue,0,0,Halal,1,218,0,0,0,27.86
