review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
1639,2017,9,Economy Class,Solo Leisure,Bangkok to Bucharest via Doha,Macau,7,-0.2,No,"cabin service was great, food was excellent","cabin service was great, food was excellent",0,Food: Good/Great,praise
1641,2017,9,Economy Class,Solo Leisure,Munich to Doha,United Kingdom,Not Rated,0.8,Yes,fabulous service from Qatar Airways,fabulous service from qatar airways,1,Doha Lounge Experience,praise
1642,2017,9,Economy Class,Solo Leisure,Philadelphia to Hyderabad via Doha,United States,10,0.95,Yes,Qatar Airways service was excellent,qatar airways service was excellent,1,Doha Lounge Experience,praise
1643,2017,9,Business Class,Solo Leisure,Manchester to Singapore via Doha,United Kingdom,10,0.9,Yes,seat was so comfortable,seat was so comfortable,3,Comfortable Seats,praise
1644,2017,9,Business Class,Solo Leisure,Dallas Ft Worth to Kuala Lumpur via Doha,Malaysia,8,0.8,Yes,"Superior flight attendants, considerate service, smooth take-off and landing.","superior flight attendants, considerate service, smooth take-off and landing.",6,Cabin Crew Friendly,praise
1645,2017,9,Business Class,Solo Leisure,Edinburgh to Muscat via Doha,Oman,10,0.92,Yes,Qatar Airways staff are not too much trouble,qatar airways staff are not too much trouble,1,Doha Lounge Experience,praise
1647,2017,8,Economy Class,Family Leisure,Bangkok to Milan via Doha,Thailand,10,0.8,Yes,Seats are very comfortable and felt like an armchair in full recline.,seats are very comfortable and felt like an armchair in full recline.,3,Comfortable Seats,praise
1648,2017,8,Economy Class,Solo Leisure,Los Angeles to Doha,Qatar,9,0.8,Yes,"enjoyed the experience, cabin crew deserve respect","enjoyed the experience, cabin crew deserve respect",6,Cabin Crew Friendly,praise
1649,2017,8,Business Class,Family Leisure,New York JFK to Doha,Qatar,9,0.8,Yes,"standard of cabin service is still very high, delicious catering","standard of cabin service is still very high, delicious catering",0,Food: Good/Great,praise
1650,2017,8,Economy Class,Family Leisure,Istanbul to Adelaide via Doha,Turkey,7,0.2,Yes,"Planes were tidy and clean, seats were comfortable","planes were tidy and clean, seats were comfortable",3,Comfortable Seats,praise
1651,2017,8,Economy Class,Couple Leisure,Melbourne to Belgrade via Doha,Australia,10,0.9,Yes,"Aircraft was spotless, attendants very courteous","aircraft was spotless, attendants very courteous",6,Cabin Crew Friendly,praise
1652,2017,8,Economy Class,Solo Leisure,Denpasar to Berlin via Doha,Germany,5,0.7,No,better passenger staff ratio and better service,better passenger staff ratio and better service,6,Cabin Crew Friendly,praise
1655,2017,8,Economy Class,Solo Leisure,Edinburgh to Melbourne Australia via Doha,Australia,9,0.9,Yes,staff work hard with smiles,staff work hard with smiles,2,Friendly & Helpful,praise
1657,2017,8,Economy Class,Business,London to Kolkata via Doha,United Kingdom,3,-0.8,No,Staff all very friendly,staff all very friendly,2,Friendly & Helpful,praise
1658,2017,8,Economy Class,Solo Leisure,New York to Bangkok via Doha,United States,5,0.2,No,food was surprisingly good,food was surprisingly good,0,Food: Good/Great,praise
1659,2017,8,Business Class,Couple Leisure,Berlin to Singapore via Doha,Germany,10,0.85,Yes,"Friendly staff, comfy seats and fab food and drinks.","friendly staff, comfy seats and fab food and drinks.",3,Comfortable Seats,praise
1661,2017,8,Economy Class,Solo Leisure,Stockholm to Bangkok via Doha,United Kingdom,6,-0.3,Yes,"friendly cabin crew, clean toilets","friendly cabin crew, clean toilets",6,Cabin Crew Friendly,praise
1662,2017,7,Business Class,Business,Dubai to Singapore via Doha,United Arab Emirates,8,0.8,Yes,"Great end to end service, planes are clean and new, seats are large, crew efficient and very kind","great end to end service, planes are clean and new, seats are large, crew efficient and very kind",8,Good <-> Excellent/Exceptional,praise
1663,2017,7,Economy Class,Business,London Heatrhow to Doha,United Kingdom,10,0.85,Yes,staff were nice and helpful,staff were nice and helpful,2,Friendly & Helpful,praise
1664,2017,7,Economy Class,Solo Leisure,Dhaka to Larnaca via Doha,Cyprus,9,0.8,Yes,"inflight food and service were great, staff were amazing","inflight food and service were great, staff were amazing",0,Food: Good/Great,praise
1665,2017,7,Business Class,Business,Hong Kong to London via Doha,United Kingdom,7,0.1,No,"Staff extremely good, Business Class lounge in Doha excellent","staff extremely good, business class lounge in doha excellent",1,Doha Lounge Experience,praise
1666,2017,7,Economy Class,Couple Leisure,Frankfurt to Bangkok via Doha,Germany,9,0.85,Yes,"better than Emirates, better cabin service","better than emirates, better cabin service",8,Good <-> Excellent/Exceptional,praise
1667,2017,7,Business Class,Couple Leisure,Adelaide to London via Doha,Australia,9,0.85,No,absolutely fabulous experience,absolutely fabulous experience,5,Class Experience,praise
1668,2017,7,Business Class,Business,Zurich to Adelaide via Doha,Switzerland,4,-0.75,No,comfortable seats,comfortable seats,3,Comfortable Seats,praise
1669,2017,7,Economy Class,Solo Leisure,Berlin Tegel to Auckland via Doha,New Zealand,7,0.6,Yes,Routing and timing brilliant,routing and timing brilliant,5,Class Experience,praise
1670,2017,7,Business Class,Business,Adelaide to Zurich via Doha,Switzerland,4,-0.7,No,"seats are comfortable, cabin crew friendly","seats are comfortable, cabin crew friendly",3,Comfortable Seats,praise
1671,2017,7,Economy Class,Family Leisure,Manila to Paris via Doha,Philippines,9,0.8,Yes,"Everything is superb, from check in to the flights themselves","everything is superb, from check in to the flights themselves",8,Good <-> Excellent/Exceptional,praise
1672,2017,7,Economy Class,Family Leisure,Venice to Male via Doha,Italy,8,0.8,Yes,Crew is the best you can find,crew is the best you can find,6,Cabin Crew Friendly,praise
1673,2017,7,Economy Class,Solo Leisure,Hanoi to Bangkok,Australia,8,0.8,Yes,"crew were efficient and friendly, flight on time","crew were efficient and friendly, flight on time",6,Cabin Crew Friendly,praise
1674,2017,7,Economy Class,Solo Leisure,Perth to Milan via Doha,Australia,9,0.85,Yes,"impressed with improvements, friendly cabin crew","impressed with improvements, friendly cabin crew",6,Cabin Crew Friendly,praise
1675,2017,7,Economy Class,Solo Leisure,Melbourne to Doha,Australia,3,-0.8,No,cabin crews delightful and professional,cabin crews delightful and professional,6,Cabin Crew Friendly,praise
1676,2017,7,Economy Class,Family Leisure,Sydney to Athens via Doha,Australia,8,0.8,Yes,"excellent staff, good food, great entertainment","excellent staff, good food, great entertainment",2,Friendly & Helpful,praise
1677,2017,7,Economy Class,Family Leisure,Karachi to Manchester via Doha,United Kingdom,10,0.9,Yes,"very helpful, cared for, nice service","very helpful, cared for, nice service",4,Good <-> Excellent/Exceptional,praise
1678,2017,7,Economy Class,Family Leisure,Singapore to Zurich via Doha,Indonesia,9,0.85,Yes,"warm ambience, soft light, good meal taste","warm ambience, soft light, good meal taste",0,Food: Good/Great,praise
1679,2017,7,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,-0.2,No,seats were comfortable and spacious,seats were comfortable and spacious,3,Comfortable Seats,praise
1680,2017,7,Business Class,Family Leisure,Doha to Bangkok,United Arab Emirates,9,0.9,Yes,"amazing experience, top notch food","amazing experience, top notch food",0,Food: Good/Great,praise
1681,2017,7,Business Class,Solo Leisure,Kuwait to New York via Doha,Kuwait,9,0.8,Yes,"hostess brought beer, A350 quality","hostess brought beer, a350 quality",0,Food: Good/Great,praise
1682,2017,7,Economy Class,Solo Leisure,Mumbai to Boston via Doha,India,10,1.0,Yes,"cabin crew were remarkable, entertainment is excellent","cabin crew were remarkable, entertainment is excellent",6,Cabin Crew Friendly,praise
1683,2017,7,Business Class,Couple Leisure,Bangkok to Warsaw via Doha,Poland,10,0.85,Yes,"seat arrangement is most comfortable, service reminds of high class restaurant","seat arrangement is most comfortable, service reminds of high class restaurant",3,Comfortable Seats,praise
1684,2017,7,Economy Class,Solo Leisure,MAD to SIN via DOH,Netherlands,5,0.2,Yes,Crews professional but robotic,crews professional but robotic,6,Cabin Crew Friendly,praise
1685,2017,7,Business Class,Couple Leisure,Los Angeles to Bangkok via Doha,Thailand,10,0.95,Yes,flight attendants treated us so special,flight attendants treated us so special,6,Cabin Crew Friendly,praise
1686,2017,7,Economy Class,Solo Leisure,Auckland to London via Doha,New Zealand,10,0.95,Yes,best airline I have flown,best airline i have flown,8,Good <-> Excellent/Exceptional,praise
1687,2017,7,Business Class,Family Leisure,London to Bali via Doha,United Kingdom,10,0.9,Yes,"staff super friendly and attentive, amazing food","staff super friendly and attentive, amazing food",2,Friendly & Helpful,praise
1688,2017,6,Economy Class,Couple Leisure,Melbourne to Athens via Doha,Australia,9,0.85,Yes,"restful and friendly atmosphere, attentive service","restful and friendly atmosphere, attentive service",4,Good <-> Excellent/Exceptional,praise
1689,2017,6,Economy Class,Family Leisure,BKK to FRA via DOH,Thailand,10,0.9,Yes,"outstanding cabin crew, excellent food","outstanding cabin crew, excellent food",0,Food: Good/Great,praise
1690,2017,6,Business Class,Couple Leisure,Birmingham to Bangkok via Doha,United Kingdom,10,0.95,Yes,"excellent staff, amazing meal","excellent staff, amazing meal",2,Friendly & Helpful,praise
1691,2017,6,Business Class,Business,Doha to Cape Town,Croatia,10,0.95,Yes,"outstanding food, comfortable seat","outstanding food, comfortable seat",3,Comfortable Seats,praise
1692,2017,6,Business Class,Couple Leisure,Bangkok to Copenhagen via Doha,Denmark,9,0.9,Yes,top notch service and excellent crew,top notch service and excellent crew,4,Good <-> Excellent/Exceptional,praise
1693,2017,6,Economy Class,Family Leisure,Copenhagen to Ho Chi Minh City via Doha,Vietnam,8,0.7,Yes,"diligent crew, on-time flights","diligent crew, on-time flights",6,Cabin Crew Friendly,praise
1694,2017,6,Business Class,Couple Leisure,Doha to Amsterdam,Australia,8,0.7,Yes,"service was excellent, tasty food","service was excellent, tasty food",0,Food: Good/Great,praise
1695,2017,6,Business Class,Solo Leisure,Chicago to Delhi via Doha,United States,10,0.9,Yes,"friendly cabin crew, excellent service","friendly cabin crew, excellent service",6,Cabin Crew Friendly,praise
1696,2017,6,Economy Class,Family Leisure,Doha to Manila,Philippines,10,0.9,Yes,The crew is assistive and the meal was great,the crew is assistive and the meal was great,0,Food: Good/Great,praise
1697,2017,6,Premium Economy,Couple Leisure,Atlanta to Lagos via Doha,United States,10,0.9,Yes,"Qatar Airways arranged for hotel, food, and transportation","qatar airways arranged for hotel, food, and transportation",1,Doha Lounge Experience,praise
1698,2017,6,Business Class,Couple Leisure,Sydney to Doha,Australia,9,0.85,Yes,"excellent service, comfortable seats","excellent service, comfortable seats",3,Comfortable Seats,praise
1699,2017,6,Business Class,Solo Leisure,Belgrade to Doha,Switzerland,8,0.75,Yes,Very comfortable and fully flat seat,very comfortable and fully flat seat,3,Comfortable Seats,praise
1700,2017,6,Business Class,Business,Doha to London,Qatar,9,0.9,Yes,service to London was faultless,service to london was faultless,4,Good <-> Excellent/Exceptional,praise
1701,2017,6,Business Class,Business,Singapore to Madrid via Doha,Canada,9,0.95,Yes,"Amazing seats, great food and wonderful service","amazing seats, great food and wonderful service",3,Comfortable Seats,praise
1702,2017,6,Economy Class,Couple Leisure,London to Auckland via Doha,New Zealand,10,0.95,Yes,amazing service in Doha,amazing service in doha,1,Doha Lounge Experience,praise
1703,2017,6,Economy Class,Solo Leisure,Baku to Tblisi,Czech Republic,8,0.8,Yes,"Friendly international crew, clean and nice aircraft","friendly international crew, clean and nice aircraft",8,Good <-> Excellent/Exceptional,praise
1704,2017,6,Business Class,Business,Athens to Doha,Qatar,3,-0.5,Yes,"I love the staff, and mostly love the airline too","i love the staff, and mostly love the airline too",8,Good <-> Excellent/Exceptional,praise
1705,2017,5,Economy Class,Couple Leisure,Dubai to Chongqing via Dubai,United Arab Emirates,8,0.7,Yes,superior in comparison to others,superior in comparison to others,5,Class Experience,praise
1706,2017,5,Economy Class,Solo Leisure,London to Abu Dhabi via Doha,United Kingdom,10,0.9,Yes,"Plane was really lovely inside, comfortable seats","plane was really lovely inside, comfortable seats",3,Comfortable Seats,praise
1707,2017,5,Economy Class,Solo Leisure,Munich to Bangkok via Doha,Czech Republic,10,0.8,Yes,"Courteous, well trained and hard working cabin crew","courteous, well trained and hard working cabin crew",6,Cabin Crew Friendly,praise
1708,2017,5,Economy Class,Solo Leisure,Sofia to Abu Dhabi via Doha,Bulgaria,3,-0.8,No,nice food,nice food,0,Food: Good/Great,praise
1709,2017,5,Economy Class,Family Leisure,Istanbul to Cape Town via Doha,South Africa,5,-0.3,Yes,outstanding crew member from Bangladesh,outstanding crew member from bangladesh,6,Cabin Crew Friendly,praise
1710,2017,5,Business Class,Solo Leisure,Dubai to Frankfurt via Doha,Germany,10,0.95,Yes,quality of their product and the improvements,quality of their product and the improvements,5,Class Experience,praise
1711,2017,5,Economy Class,Family Leisure,Ho Chi Minh City to Copenhagen via Doha,Vietnam,8,0.7,Yes,"good service throughout, child gifts valuable","good service throughout, child gifts valuable",4,Good <-> Excellent/Exceptional,praise
1712,2017,5,Business Class,Business,London to Bangalore via Doha,United Kingdom,10,0.9,Yes,"attentive staff, great food and drinks and total comfort","attentive staff, great food and drinks and total comfort",0,Food: Good/Great,praise
1713,2017,5,Economy Class,Solo Leisure,Edinburgh to Bangkok via Doha,United Kingdom,5,0.1,No,Good selection of films.,good selection of films.,5,Class Experience,praise
1714,2017,5,First Class,Business,Doha to Riyadh,Qatar,9,0.9,Yes,Exceptionally fine short haul service,exceptionally fine short haul service,4,Good <-> Excellent/Exceptional,praise
1715,2017,5,Economy Class,Business,Phnom Penh to Manchester via Doha,United Kingdom,7,-0.3,Yes,"friendly, helpful staff","friendly, helpful staff",2,Friendly & Helpful,praise
1718,2017,5,Economy Class,Solo Leisure,London to Khartoum via Doha,United Kingdom,7,-0.3,Yes,cabin crew done their job perfectly well,cabin crew done their job perfectly well,6,Cabin Crew Friendly,praise
1720,2017,5,Business Class,Solo Leisure,Jakarta to Doha,United Kingdom,4,0.6,Yes,good Middle East hospitality,good middle east hospitality,1,Doha Lounge Experience,praise
1721,2017,5,Business Class,Couple Leisure,Cairo to Doha,Cyprus,9,0.8,Yes,Outstanding service by the flight crew and food as usual,outstanding service by the flight crew and food as usual,0,Food: Good/Great,praise
1722,2017,5,First Class,Couple Leisure,Doha to Sydney,Cyprus,9,0.9,Yes,Outstanding seat / service on the aircraft,outstanding seat / service on the aircraft,3,Comfortable Seats,praise
1723,2017,5,Economy Class,Solo Leisure,Muscat to Thiruvananthapuram via Doha,Oman,10,0.9,Yes,"surprisingly upgraded to Business Class, Five Star inflight experience","surprisingly upgraded to business class, five star inflight experience",8,Good <-> Excellent/Exceptional,praise
1724,2017,5,Business Class,Solo Leisure,Cape Town to London via Doha,United Kingdom,9,0.8,Yes,"Great service, food and crew were excellent","great service, food and crew were excellent",0,Food: Good/Great,praise
1726,2017,4,Economy Class,Solo Leisure,Dammam to Kozhikode via Doha,Saudi Arabia,9,0.8,Yes,"amazing service, quick response","amazing service, quick response",4,Good <-> Excellent/Exceptional,praise
1728,2017,4,Business Class,Solo Leisure,Milan to Cape Town via Doha,South Africa,9,0.85,Yes,"Gold Member, standards remain high","gold member, standards remain high",5,Class Experience,praise
1730,2017,4,Economy Class,Family Leisure,Dubai to Amritsar via Doha,United Arab Emirates,7,0.2,Yes,Flight Attendant smiling and attentive,flight attendant smiling and attentive,6,Cabin Crew Friendly,praise
1731,2017,4,Economy Class,Family Leisure,Amritsar to Dubai via Doha,United Arab Emirates,7,-0.2,Yes,Flight departed 10 minutes early and arrived 20 minutes ahead of schedule.,flight departed 10 minutes early and arrived 20 minutes ahead of schedule.,8,Good <-> Excellent/Exceptional,praise
1732,2017,4,First Class,Solo Leisure,Doha to Bangkok,Malaysia,10,0.95,Yes,"wonderful services and meal, the best airline","wonderful services and meal, the best airline",8,Good <-> Excellent/Exceptional,praise
1733,2017,4,Business Class,Couple Leisure,Tokyo to Athens via Doha,Greece,10,0.9,Yes,All in all a great journey,all in all a great journey,5,Class Experience,praise
1734,2017,4,Business Class,Couple Leisure,Athens to Tokyo via Doha,Greece,10,0.9,Yes,everything was perfect from start to finish,everything was perfect from start to finish,5,Class Experience,praise
1735,2017,4,Business Class,Solo Leisure,Dammam to Manila via Doha,Philippines,9,0.8,Yes,Cabin crew make extra efforts to provide passenger's needs anytime,cabin crew make extra efforts to provide passenger's needs anytime,6,Cabin Crew Friendly,praise
1736,2017,4,Economy Class,Family Leisure,Munich to Colombo via Doha,Germany,7,0.7,Yes,"check-in was very fast and easy, Doha Airport was really great and modern","check-in was very fast and easy, doha airport was really great and modern",1,Doha Lounge Experience,praise
1737,2017,4,Economy Class,Family Leisure,Islamabad to Paris via Doha,France,10,0.95,Yes,"cabin crew courteous, caring and friendly","cabin crew courteous, caring and friendly",6,Cabin Crew Friendly,praise
1738,2017,4,Business Class,Couple Leisure,Madrid to Manila via Doha,Philippines,10,-0.3,Yes,Qatar Airways efficiency and service,qatar airways efficiency and service,1,Doha Lounge Experience,praise
1739,2017,4,Economy Class,Family Leisure,Vienna to Doha,Austria,7,0.6,Yes,"modern and neat cabin, professional crew","modern and neat cabin, professional crew",6,Cabin Crew Friendly,praise
1740,2017,4,Economy Class,Business,Geneva to Manila via Doha,Philippines,9,0.9,Yes,"services are very efficient, seats are comfortable","services are very efficient, seats are comfortable",3,Comfortable Seats,praise
1741,2017,4,Business Class,Business,Ho Chi Minh City to Pnom Penh,Vietnam,8,0.7,Yes,"FA kindness, early arrival","fa kindness, early arrival",5,Class Experience,praise
1742,2017,4,Business Class,Solo Leisure,Venice to Bangkok via Doha,Switzerland,9,0.8,Yes,"excellent food, service and crew","excellent food, service and crew",0,Food: Good/Great,praise
1743,2017,4,Economy Class,Solo Leisure,Zagreb to Manila via Doha,Croatia,9,0.9,Yes,"food was very good, planes clean and service provided by FAs was great","food was very good, planes clean and service provided by fas was great",0,Food: Good/Great,praise
1744,2017,4,Business Class,Couple Leisure,CRK to MAD via DOH,Philippines,9,-0.2,Yes,"in-flight service was superb, cabin crew attentive","in-flight service was superb, cabin crew attentive",6,Cabin Crew Friendly,praise
1745,2017,4,Business Class,Business,Bangkok to Baku via Doha,United Kingdom,3,-0.75,No,Cabin crew usually very good,cabin crew usually very good,6,Cabin Crew Friendly,praise
1746,2017,4,Business Class,Couple Leisure,Bangkok to Doha,Germany,10,0.9,Yes,Food and beverage outstanding,food and beverage outstanding,0,Food: Good/Great,praise
1747,2017,4,Economy Class,Couple Leisure,Doha to Bangkok,Germany,8,0.75,Yes,Service all time very good and attentive,service all time very good and attentive,4,Good <-> Excellent/Exceptional,praise
1748,2017,4,Business Class,Couple Leisure,Doha to Frankfurt,Germany,9,0.75,Yes,Food and beverage were outstanding.,food and beverage were outstanding.,0,Food: Good/Great,praise
1749,2017,4,Business Class,Couple Leisure,Sydney to Paris via Doha,Australia,10,0.9,Yes,consistent service and food quality,consistent service and food quality,0,Food: Good/Great,praise
1750,2017,4,Economy Class,Solo Leisure,Washington DC to Chennai via Doha,United States,9,0.85,Yes,service is impressive and food is great,service is impressive and food is great,0,Food: Good/Great,praise
1751,2017,4,Economy Class,Family Leisure,Birmingham to Cape Town via Doha,United Kingdom,6,0.3,Yes,"Boeing 787 very comfortable, justified route choice","boeing 787 very comfortable, justified route choice",8,Good <-> Excellent/Exceptional,praise
1753,2017,3,Business Class,Couple Leisure,Sharjah to Sydney via Doha,Iran,10,0.9,Yes,very comfortable and perfect,very comfortable and perfect,3,Comfortable Seats,praise
1754,2017,3,Business Class,Solo Leisure,Colombo to Doha,Sri Lanka,8,-0.2,Yes,"classy service, attentive crew","classy service, attentive crew",6,Cabin Crew Friendly,praise
1755,2017,3,Business Class,Solo Leisure,Cape Town to Milan via Doha,South Africa,8,0.4,Yes,"consistent high level when it comes to service, cleanliness, safety, food, punctuality, friendliness","consistent high level when it comes to service, cleanliness, safety, food, punctuality, friendliness",5,Class Experience,praise
1756,2017,3,Economy Class,Solo Leisure,London to Bali via Doha,United Kingdom,9,0.85,Yes,impeccable onboard business class service,impeccable onboard business class service,4,Good <-> Excellent/Exceptional,praise
1757,2017,3,Economy Class,Solo Leisure,New York to Bangkok via Doha,United States,3,-0.8,No,best entertainment system I've seen on long haul flights,best entertainment system i've seen on long haul flights,8,Good <-> Excellent/Exceptional,praise
1758,2017,3,Economy Class,Business,Athens to Dubai via Doha,Greece,10,0.8,Yes,"decent, spacious seats, good inflight entertainment","decent, spacious seats, good inflight entertainment",3,Comfortable Seats,praise
1759,2017,3,Economy Class,Business,Dubai to Athens via Doha,Greece,10,0.9,Yes,staff were extremely helpful,staff were extremely helpful,2,Friendly & Helpful,praise
1761,2017,3,Business Class,Couple Leisure,Kuala Lumpur to London via Doha,United Kingdom,9,0.8,Yes,"A pleasant overnighter, great seat and cabin air quality, excellent cabin crew, good catering.","a pleasant overnighter, great seat and cabin air quality, excellent cabin crew, good catering.",0,Food: Good/Great,praise
1763,2017,3,Business Class,Solo Leisure,Brussels to Singapore via Doha,Germany,8,0.6,Yes,"impeccable service, great herringbone seats, quiet A350","impeccable service, great herringbone seats, quiet a350",3,Comfortable Seats,praise
1764,2017,3,Business Class,Solo Leisure,KUL to CPH via DOH,Vietnam,9,0.7,Yes,"Good service onboard, good food, excellent wines","good service onboard, good food, excellent wines",0,Food: Good/Great,praise
1765,2017,3,Business Class,Solo Leisure,Zurich to Doha,Switzerland,8,0.8,Yes,superb food and wine list,superb food and wine list,0,Food: Good/Great,praise
1766,2017,3,Business Class,Solo Leisure,Doha to Colombo,Switzerland,7,0.7,Yes,"IFE screens are big and responsive, excellent.","ife screens are big and responsive, excellent.",5,Class Experience,praise
1767,2017,3,Economy Class,Solo Leisure,Colombo to London via Doha,United Kingdom,7,0.3,Yes,"Flawless A380-800 service, attentive cabin crew","flawless a380-800 service, attentive cabin crew",6,Cabin Crew Friendly,praise
1768,2017,3,Economy Class,Couple Leisure,Hong Kong to Madrid via Doha,Portugal,9,0.8,Yes,very nice flight attendant,very nice flight attendant,8,Good <-> Excellent/Exceptional,praise
1769,2017,3,Economy Class,Couple Leisure,Madrid to Hong Kong via Doha,Portugal,8,0.3,Yes,Nice boarding in Madrid.,nice boarding in madrid.,8,Good <-> Excellent/Exceptional,praise
1770,2017,3,Economy Class,Family Leisure,Bangkok to Frankfurt via Doha,Thailand,10,0.85,Yes,"excellent food, polite staff, comfortable seats","excellent food, polite staff, comfortable seats",3,Comfortable Seats,praise
1771,2017,3,First Class,Family Leisure,Doha to Riyadh,Saudi Arabia,10,0.9,Yes,"Excellent service, comfort, food and quality of aircraft","excellent service, comfort, food and quality of aircraft",8,Good <-> Excellent/Exceptional,praise
1772,2017,3,Business Class,Family Leisure,London to Doha,Saudi Arabia,10,0.9,Yes,Food was great and actually tasted great for airline food,food was great and actually tasted great for airline food,0,Food: Good/Great,praise
1773,2017,3,Economy Class,Family Leisure,Doha to London,Saudi Arabia,10,0.85,Yes,Best Economy class ever flown,best economy class ever flown,8,Good <-> Excellent/Exceptional,praise
1774,2017,3,Economy Class,Family Leisure,Riyadh to Doha,Saudi Arabia,9,0.8,Yes,Food was good and we were given the seat preferences,food was good and we were given the seat preferences,0,Food: Good/Great,praise
1775,2017,3,Business Class,Business,Tunis to Doha,Qatar,10,0.9,Yes,flight crew made me feel very welcome,flight crew made me feel very welcome,6,Cabin Crew Friendly,praise
1776,2017,3,Economy Class,Solo Leisure,Frankfurt to Windhoek via Doha,Germany,5,-0.6,No,Crew was very nice.,crew was very nice.,6,Cabin Crew Friendly,praise
1777,2017,3,Economy Class,Solo Leisure,Doha to Alexandria,Egypt,10,0.9,Yes,"cabin crew was so nice, food good","cabin crew was so nice, food good",6,Cabin Crew Friendly,praise
1778,2017,3,Economy Class,Business,Copenhagen to Kuala Lumpur via Doha,Vietnam,10,0.9,Yes,Excellent trips and service top notch,excellent trips and service top notch,8,Good <-> Excellent/Exceptional,praise
1779,2017,3,Business Class,Business,BKK to CPH via DOH,Vietnam,9,0.75,Yes,FA on top of things and one gets pampered with a good focus on each passengers despite business class were full on both flights.,fa on top of things and one gets pampered with a good focus on each passengers despite business class were full on both flights.,8,Good <-> Excellent/Exceptional,praise
1780,2017,2,Economy Class,Solo Leisure,DPS to LHR via DOH,United Kingdom,10,0.8,Yes,"staff were second to none, seats very comfortable","staff were second to none, seats very comfortable",3,Comfortable Seats,praise
1781,2017,2,Economy Class,Business,London to Lahore via Doha,United Kingdom,7,0.3,Yes,Full meal served and what a difference both in cabin crew attitude and food quality which was excellent,full meal served and what a difference both in cabin crew attitude and food quality which was excellent,0,Food: Good/Great,praise
1782,2017,2,Economy Class,Solo Leisure,MNL to DXB via DOH,United Arab Emirates,10,0.9,Yes,Overall it was a wonderful flight,overall it was a wonderful flight,8,Good <-> Excellent/Exceptional,praise
1785,2017,2,Business Class,Couple Leisure,Amsterdam to Bangkok via doha,Belgium,9,0.75,Yes,"food was excellent, staff is very kind","food was excellent, staff is very kind",2,Friendly & Helpful,praise
1786,2017,2,Business Class,Couple Leisure,Doha to Johannesburg,South Africa,10,0.9,Yes,Qatar has one of the best business class products,qatar has one of the best business class products,1,Doha Lounge Experience,praise
1787,2017,2,Business Class,Couple Leisure,Doha to Auckland,United Kingdom,9,0.9,Yes,"food was fantastic, cabin crew charming","food was fantastic, cabin crew charming",6,Cabin Crew Friendly,praise
1788,2017,2,Business Class,Couple Leisure,Adelaide to Oslo via Doha,Australia,10,0.9,Yes,service in business class is far superior to any other airline,service in business class is far superior to any other airline,8,Good <-> Excellent/Exceptional,praise
1789,2017,2,Economy Class,Couple Leisure,Bangkok to Hanoi,Belgium,9,0.85,Yes,very friendly staff on board,very friendly staff on board,2,Friendly & Helpful,praise
1790,2017,2,Business Class,Solo Leisure,London Heathrow to Sydney via Doha,Australia,9,0.85,Yes,Business Class from Sydney to Doha was great,business class from sydney to doha was great,1,Doha Lounge Experience,praise
1791,2017,2,Economy Class,Family Leisure,Medina to Istanbul via Doha,United Kingdom,8,0.8,Yes,"cabin crew service, food quality, in-flight entertainment","cabin crew service, food quality, in-flight entertainment",6,Cabin Crew Friendly,praise
1792,2017,2,Economy Class,Solo Leisure,Bangkok to Doha,France,8,0.9,Yes,staff are excellent and genuine,staff are excellent and genuine,2,Friendly & Helpful,praise
1793,2017,2,Economy Class,Family Leisure,Madrid to Taif via Doha,Saudi Arabia,4,-0.2,Yes,check-in staff and supervisor's resolution,check-in staff and supervisor's resolution,2,Friendly & Helpful,praise
1794,2017,2,Economy Class,Family Leisure,Taif to Madrid via Doha,Saudi Arabia,10,0.8,Yes,"attentive flight crews, good food and service","attentive flight crews, good food and service",0,Food: Good/Great,praise
1798,2017,2,Business Class,Couple Leisure,Johannesburg to Doha,South Africa,9,0.8,Yes,"seating, entertainment content and service were amazing","seating, entertainment content and service were amazing",0,Food: Good/Great,praise
1799,2017,2,Economy Class,Family Leisure,Philadelphia to Denpasar via Doha,United States,9,0.9,Yes,"service, seating and overall efficiency","service, seating and overall efficiency",3,Comfortable Seats,praise
1800,2017,1,Economy Class,Solo Leisure,Abu Dhabi to Hong Kong via Doha,United Arab Emirates,10,0.95,Yes,"comfortable and new aircraft, tasty food served in a generous quantity, great entertainment system","comfortable and new aircraft, tasty food served in a generous quantity, great entertainment system",0,Food: Good/Great,praise
1801,2017,1,Economy Class,Family Leisure,Paris CDG to Doha,Indonesia,9,0.9,Yes,Warm flight attendants and awesome food.,warm flight attendants and awesome food.,0,Food: Good/Great,praise
1802,2017,1,Economy Class,Business,Doha to London,United Kingdom,9,0.7,Yes,"cabin staff were wonderful, cheerful and efficient","cabin staff were wonderful, cheerful and efficient",6,Cabin Crew Friendly,praise
1803,2017,1,Business Class,Couple Leisure,Frankfurt to Cape Town via Doha,Germany,10,0.8,Yes,most spacious and luxurious seats I have ever sat in,most spacious and luxurious seats i have ever sat in,3,Comfortable Seats,praise
