review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
1515,2018,3,Economy Class,Business,Barcelona to Adelaide via Doha,Australia,2,-0.8,No,Not able to get luggage in Doha,not able to get luggage in doha,6,Doha Airport Experience,complaint
1517,2018,3,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,7,-0.3,Yes,poor food quality in business class,poor food quality in business class,1,Poor Food Quality,complaint
1519,2018,2,Economy Class,Solo Leisure,London to Melbourne via Doha,Australia,8,0.7,Yes,bad scotch and average movies,bad scotch and average movies,0,Poor Customer IFE,complaint
1520,2018,2,Economy Class,Solo Leisure,Islamabad to Montreal via Doha,Canada,1,-0.8,No,made people wait for 5 hours,made people wait for 5 hours,5,Boarding Experience,complaint
1521,2018,2,Economy Class,Family Leisure,Chicago to Hyderabad via Doha,United States,10,0.9,Yes,"AA and BA staff were rude, delayed our flight","aa and ba staff were rude, delayed our flight",7,Unhelpful/Rude Crew,complaint
1522,2018,2,Economy Class,Solo Leisure,Singapore to Berlin via Doha,Poland,5,-0.2,No,"food serving system was weird, food choice limited","food serving system was weird, food choice limited",1,Poor Food Quality,complaint
1523,2018,2,Economy Class,Business,Karachi to London via Doha,United Kingdom,5,-0.7,Yes,Cabin crew did nothing,cabin crew did nothing,7,Unhelpful/Rude Crew,complaint
1525,2018,2,Economy Class,Business,Chicago to Doha,United States,3,-0.75,No,luggage handling is infuriating,luggage handling is infuriating,3,Baggage Lost,complaint
1529,2018,2,Business Class,Solo Leisure,Marrakech to Doha,United States,6,-0.6,Yes,cabin crew doing the minimum,cabin crew doing the minimum,7,Unhelpful/Rude Crew,complaint
1530,2018,2,Economy Class,Solo Leisure,London to Chiang Mai via Doha,Thailand,1,-0.8,No,"Rude check-in staff, bad attitude","rude check-in staff, bad attitude",7,Unhelpful/Rude Crew,complaint
1534,2018,1,Business Class,Business,"Ho Chi Minh to Kigali via Doha, Entebbe",Vietnam,7,-0.2,Yes,"poor food, small portions","poor food, small portions",1,Poor Food Quality,complaint
1537,2018,1,Business Class,Solo Leisure,Berlin to Kuala Lumpur via Doha,Germany,9,0.8,Yes,Food quality ex Doha isn’t as good,food quality ex doha isn’t as good,6,Doha Airport Experience,complaint
1539,2018,1,Economy Class,Solo Leisure,Maputo to Doha,United Kingdom,8,0.3,Yes,customer services is absolutely awful,customer services is absolutely awful,0,Poor Customer IFE,complaint
1540,2018,1,Economy Class,Solo Leisure,Bangkok to Zurich via Doha,Switzerland,6,-0.8,No,"Plane full, seat issue, extra charges","plane full, seat issue, extra charges",4,Uncomfortable Seats,complaint
1542,2018,1,Economy Class,Couple Leisure,Melbourne to Geneva via Doha,Australia,4,-0.75,No,Service was shocking in Qatar.,service was shocking in qatar.,6,Doha Airport Experience,complaint
1543,2018,1,Business Class,Solo Leisure,Dallas Ft Worth to Colombo via Doha,United States,7,-0.1,Yes,"boarding was chaotic, food not fresh","boarding was chaotic, food not fresh",1,Poor Food Quality,complaint
1547,2018,1,Economy Class,Business,New York JFK to Doha,Australia,7,0.3,Yes,"ground handlers are useless, menu options ran out","ground handlers are useless, menu options ran out",0,Poor Customer IFE,complaint
1548,2018,1,Business Class,Solo Leisure,Doha to Houston,United States,4,-0.3,Yes,baggage delivery in Houston is unacceptable,baggage delivery in houston is unacceptable,3,Baggage Lost,complaint
1549,2018,1,Economy Class,Business,Doha to Athens,Greece,9,0.8,Yes,use of transfer bus instead of bridge,use of transfer bus instead of bridge,5,Boarding Experience,complaint
1552,2017,12,Business Class,Solo Leisure,Berlin Tegel to Incheon via Doha,South Korea,10,0.9,Yes,TXL-DOH boarding was a bit disorganized,txl-doh boarding was a bit disorganized,5,Boarding Experience,complaint
1553,2017,12,Economy Class,Solo Leisure,Milan to Jakarta via Doha,Australia,3,0.1,No,"cramped legroom, late landing","cramped legroom, late landing",4,Uncomfortable Seats,complaint
1555,2017,12,Business Class,Family Leisure,Maldives to Doha,Austria,10,0.85,Yes,Wifi connection could be better,wifi connection could be better,8,WiFi Issues,complaint
1557,2017,12,Business Class,Couple Leisure,Doha to Philadelphia,United States,10,0.7,Yes,capsule made me feel claustrophobic,capsule made me feel claustrophobic,0,Poor Customer IFE,complaint
1558,2017,12,Business Class,Couple Leisure,Manila to Doha,United States,10,0.9,Yes,Check-in at Manila mediocre,check-in at manila mediocre,0,Poor Customer IFE,complaint
1559,2017,12,Economy Class,Solo Leisure,Melbourne to Larnaca via Doha,Australia,2,-0.8,No,"ticket not honoured, rebooked flights missed","ticket not honoured, rebooked flights missed",2,Delayed Flight,complaint
1560,2017,12,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Australia,8,0.7,Yes,"crowded check-in counter, cramped seat","crowded check-in counter, cramped seat",4,Uncomfortable Seats,complaint
1561,2017,12,Economy Class,Solo Leisure,Doha to Paris,United States,5,-0.75,No,"No amenity kit, poor service","no amenity kit, poor service",0,Poor Customer IFE,complaint
1565,2017,12,Economy Class,Business,Bangkok to Ho Chi Minh City,Vietnam,8,0.6,Yes,"Food poor, charity collection annoying","food poor, charity collection annoying",1,Poor Food Quality,complaint
1566,2017,12,Business Class,Solo Leisure,Venice to Bangkok via Doha,Switzerland,8,0.8,Yes,purser did not greet by name,purser did not greet by name,7,Unhelpful/Rude Crew,complaint
1567,2017,12,Economy Class,Business,Sydney to Doha,Germany,1,-0.8,No,"Cancelled flight, long wait, no compensation","cancelled flight, long wait, no compensation",2,Delayed Flight,complaint
1568,2017,12,Economy Class,Couple Leisure,Doha to Perth,Germany,7,0.6,Yes,service of the on-board staff was ineffective,service of the on-board staff was ineffective,7,Unhelpful/Rude Crew,complaint
1570,2017,12,Economy Class,Couple Leisure,Auckland to Doha,Germany,8,0.7,Yes,cabin crew sometimes seemed overwhelmed and uncoordinated,cabin crew sometimes seemed overwhelmed and uncoordinated,7,Unhelpful/Rude Crew,complaint
1571,2017,12,Business Class,Couple Leisure,Paris to Perth via Doha,United Kingdom,5,0.3,Yes,chaotic handling of cancelled flight and no contact afterwards,chaotic handling of cancelled flight and no contact afterwards,2,Delayed Flight,complaint
1572,2017,12,Business Class,Family Leisure,BKK to DOH,Taiwan,6,0.6,Yes,staff at transfer counter unhelpful,staff at transfer counter unhelpful,7,Unhelpful/Rude Crew,complaint
1573,2017,12,Business Class,Solo Leisure,London to Sydney via Doha,United Kingdom,5,-0.7,No,no communication from Qatar Airways,no communication from qatar airways,6,Doha Airport Experience,complaint
1574,2017,11,Business Class,Business,Doha to Guangzhou,Greece,9,-0.2,Yes,"downgraded service, no dinner served","downgraded service, no dinner served",1,Poor Food Quality,complaint
1578,2017,11,Business Class,Family Leisure,Barcelona to Hong Kong via Doha,France,1,-0.8,No,Qatar refusing refund for mistake,qatar refusing refund for mistake,6,Doha Airport Experience,complaint
1579,2017,11,Economy Class,Solo Leisure,Dallas to Colombo via Doha,United States,8,0.6,Yes,missed on board wifi,missed on board wifi,8,WiFi Issues,complaint
1580,2017,11,Economy Class,Couple Leisure,Singapore to Barcelona via Doha,Singapore,4,-0.8,No,Delayed flights and no lounge access,delayed flights and no lounge access,9,Lounge Experience,complaint
1581,2017,11,Economy Class,Solo Leisure,Atlanta to Chennai return via Doha,United States,6,-0.2,Yes,poor legroom on ATL to DOH leg,poor legroom on atl to doh leg,5,Boarding Experience,complaint
1586,2017,11,Economy Class,Couple Leisure,Durban to Stockholm via Doha,Zambia,10,0.9,Yes,breakfast was awful,breakfast was awful,1,Poor Food Quality,complaint
1587,2017,11,First Class,Solo Leisure,Delhi to London via Doha,United Kingdom,7,0.3,Yes,"No pjamas, no mattress cover","no pjamas, no mattress cover",0,Poor Customer IFE,complaint
1591,2017,11,Business Class,Couple Leisure,Sydney to Amsterdam via Doha,Australia,6,-0.7,No,Food was cold and uncooked,food was cold and uncooked,1,Poor Food Quality,complaint
1592,2017,11,Business Class,Couple Leisure,Copenhagen to Male via Doha,United Kingdom,6,-0.3,Yes,"central overhead lockers removed, poor bedding","central overhead lockers removed, poor bedding",3,Baggage Lost,complaint
1593,2017,11,Business Class,Business,Bangkok to Paris via Doha,Australia,10,0.8,Yes,Thai Airways Business lounge privileges not accessible,thai airways business lounge privileges not accessible,9,Lounge Experience,complaint
1594,2017,11,Economy Class,Business,London Heathrow to Doha,United Kingdom,9,0.8,Yes,food not up to standards,food not up to standards,1,Poor Food Quality,complaint
1595,2017,11,Economy Class,Couple Leisure,Bangkok to Atlanta via Doha,United States,2,-0.8,No,Food quality and service,food quality and service,1,Poor Food Quality,complaint
1596,2017,11,Business Class,Solo Leisure,Manchester to Auckland via Doha,United Kingdom,8,0.1,No,"Limited beer options, confusing IFE system","limited beer options, confusing ife system",0,Poor Customer IFE,complaint
1599,2017,11,Economy Class,Solo Leisure,Manchester to Seoul via Doha,United Kingdom,7,0.1,Yes,Terminal at Manchester Airport far from train station,terminal at manchester airport far from train station,5,Boarding Experience,complaint
1600,2017,11,Business Class,Couple Leisure,Doha to Hong Kong,Qatar,5,-0.8,No,"hard seats that hurt my shoulder, encrusted chicken tasted awful","hard seats that hurt my shoulder, encrusted chicken tasted awful",4,Uncomfortable Seats,complaint
1601,2017,10,Business Class,Business,Baku to Muscat via Doha,Azerbaijan,6,-0.8,No,"Cancelled flight, late for next one","cancelled flight, late for next one",2,Delayed Flight,complaint
1602,2017,10,Economy Class,Business,Tehran to Perth via Doha,Iran,7,-0.3,Yes,delay caused missed connection,delay caused missed connection,2,Delayed Flight,complaint
1603,2017,10,Business Class,Business,Munich to Doha,Germany,3,-0.8,No,"Slow service, tasteless food","slow service, tasteless food",1,Poor Food Quality,complaint
1604,2017,10,Business Class,Business,MAA to JFK via DOH,India,4,-0.3,Yes,"overbooked flight, upgraded economy passengers","overbooked flight, upgraded economy passengers",5,Boarding Experience,complaint
1606,2017,10,Business Class,Business,Denpasar to London via Doha,United Kingdom,3,-0.8,No,"Itinerary changed without notification, bumped to later flight.","itinerary changed without notification, bumped to later flight.",2,Delayed Flight,complaint
1608,2017,10,Business Class,Solo Leisure,Manchester to Bangkok via Doha,United Kingdom,10,0.95,Yes,Flight was 40 minutes late departing from Manchester.,flight was 40 minutes late departing from manchester.,2,Delayed Flight,complaint
1609,2017,10,Economy Class,Family Leisure,Salalah to Frankfurt via Doha,Germany,8,0.4,Yes,snack and breakfast only okay,snack and breakfast only okay,1,Poor Food Quality,complaint
1610,2017,10,Economy Class,Solo Leisure,Doha to Male,Qatar,1,-0.8,No,"flight delayed, missed boat transfer","flight delayed, missed boat transfer",2,Delayed Flight,complaint
1611,2017,10,Economy Class,Business,Athens to Doha,Greece,8,0.8,Yes,20 minute delay from Athens,20 minute delay from athens,2,Delayed Flight,complaint
1612,2017,10,Business Class,Solo Leisure,Hong Kong to London via Doha,Hong Kong,4,-0.75,No,"aircraft changes, poor service, disappointing lounge","aircraft changes, poor service, disappointing lounge",9,Lounge Experience,complaint
1613,2017,10,Economy Class,Family Leisure,Sydney to London via Doha,Australia,10,0.85,Yes,screaming children in vicinity,screaming children in vicinity,7,Unhelpful/Rude Crew,complaint
1614,2017,10,Economy Class,Family Leisure,Sydney to London via Doha,Australia,10,0.85,Yes,screaming children made sleeping difficult,screaming children made sleeping difficult,7,Unhelpful/Rude Crew,complaint
1615,2017,10,Economy Class,Solo Leisure,Sofia to Hong Kong via Doha,Hong Kong,1,-0.8,No,staff unhelpful and immigration issue,staff unhelpful and immigration issue,7,Unhelpful/Rude Crew,complaint
1616,2017,10,Economy Class,Solo Leisure,Hanoi to Bangkok,Vietnam,8,0.3,Yes,"Food ridiculous: the sandwiches they serve are sugarish, and coated with a shiny layer to prevent them to dry out.","food ridiculous: the sandwiches they serve are sugarish, and coated with a shiny layer to prevent them to dry out.",1,Poor Food Quality,complaint
1617,2017,10,Business Class,Business,London to Colombo via Doha,Sri Lanka,9,0.8,Yes,entertainment needs improvement,entertainment needs improvement,0,Poor Customer IFE,complaint
1619,2017,10,Economy Class,Solo Leisure,Hong Kong to Doha,Hong Kong,10,0.85,Yes,empty seats,empty seats,4,Uncomfortable Seats,complaint
1623,2017,10,Business Class,Solo Leisure,Dallas Ft Worth to Doha,United States,2,-0.8,No,"Flight attendants were overworked, drink orders forgotten","flight attendants were overworked, drink orders forgotten",7,Unhelpful/Rude Crew,complaint
1624,2017,10,Economy Class,Couple Leisure,Melbourne to Stockholm via Doha,Australia,3,-0.8,No,"Luggage lost, wedding missed","luggage lost, wedding missed",3,Baggage Lost,complaint
1625,2017,10,Business Class,Couple Leisure,Manchester to Doha,United Kingdom,9,0.7,Yes,new seats are not as good as old ones,new seats are not as good as old ones,4,Uncomfortable Seats,complaint
1627,2017,10,Business Class,Solo Leisure,Stockholm to Singapore via Doha,Germany,6,0.3,Yes,Doha airport is lacking basic facilities,doha airport is lacking basic facilities,6,Doha Airport Experience,complaint
1628,2017,10,Business Class,Business,Copenhagen to Ho Chi Minh City via Doha,Vietnam,8,0.8,Yes,"Food was so, so and tasteless.","food was so, so and tasteless.",1,Poor Food Quality,complaint
1630,2017,10,Economy Class,Solo Leisure,Doha to Karachi,Qatar,8,0.7,Yes,missed baggage drop facilities,missed baggage drop facilities,3,Baggage Lost,complaint
1631,2017,9,Economy Class,Couple Leisure,Sydney to Madrid via Doha,Australia,1,-0.8,No,"delayed flight, missed connection","delayed flight, missed connection",2,Delayed Flight,complaint
1632,2017,9,Business Class,Solo Leisure,New York JFK to Doha,United States,6,0.2,Yes,food was unmemorable and salty,food was unmemorable and salty,1,Poor Food Quality,complaint
1633,2017,9,Economy Class,Solo Leisure,Auckland to Athens via Doha,New Zealand,5,0.2,No,meal service was excruciatingly slow and inedible,meal service was excruciatingly slow and inedible,1,Poor Food Quality,complaint
1636,2017,9,Economy Class,Solo Leisure,Lagos to Washington via Doha,Nigeria,1,-0.9,No,No word from the airline,no word from the airline,2,Delayed Flight,complaint
1637,2017,9,Economy Class,Solo Leisure,Doha to Perth,Australia,10,0.8,Yes,plane was late,plane was late,2,Delayed Flight,complaint
1638,2017,9,Economy Class,Family Leisure,Kuala Lumpur to London via Doha,United Kingdom,5,0.1,Yes,"Seat 18 J was broken, USB connection did not work.","seat 18 j was broken, usb connection did not work.",4,Uncomfortable Seats,complaint
1639,2017,9,Economy Class,Solo Leisure,Bangkok to Bucharest via Doha,Macau,7,-0.2,No,seats were uncomfortable,seats were uncomfortable,4,Uncomfortable Seats,complaint
1640,2017,9,Business Class,Business,Johannesburg to Doha,Canada,1,-0.8,No,Flight cancelled with poor handling,flight cancelled with poor handling,2,Delayed Flight,complaint
1644,2017,9,Business Class,Solo Leisure,Dallas Ft Worth to Kuala Lumpur via Doha,Malaysia,8,0.8,Yes,"Food: vegetables overcooked, chicken gnocchi mushy and soft.","food: vegetables overcooked, chicken gnocchi mushy and soft.",1,Poor Food Quality,complaint
1646,2017,8,Economy Class,Solo Leisure,Tokyo to London via Doha,United Kingdom,4,-0.75,No,seats not very comfortable,seats not very comfortable,4,Uncomfortable Seats,complaint
1647,2017,8,Economy Class,Family Leisure,Bangkok to Milan via Doha,Thailand,10,0.8,Yes,Food on board this flight was sub par.,food on board this flight was sub par.,1,Poor Food Quality,complaint
1649,2017,8,Business Class,Family Leisure,New York JFK to Doha,Qatar,9,0.8,Yes,IFE TV selection and games are very poor,ife tv selection and games are very poor,0,Poor Customer IFE,complaint
1650,2017,8,Economy Class,Family Leisure,Istanbul to Adelaide via Doha,Turkey,7,0.2,Yes,Online check-in error message,online check-in error message,0,Poor Customer IFE,complaint
1653,2017,8,Economy Class,Family Leisure,Auckland to Warsaw via Doha,New Zealand,5,-0.8,No,food awful especially from Auckland,food awful especially from auckland,1,Poor Food Quality,complaint
1654,2017,8,Economy Class,Couple Leisure,Bangkok to Dublin via Doha,Ireland,4,-0.75,No,"promotional fare, no hotel stay","promotional fare, no hotel stay",9,Lounge Experience,complaint
1656,2017,8,Economy Class,Couple Leisure,Atlanta to Chennai via Doha,India,1,-0.85,No,completely understaffed and no notifications,completely understaffed and no notifications,0,Poor Customer IFE,complaint
1657,2017,8,Economy Class,Business,London to Kolkata via Doha,United Kingdom,3,-0.8,No,"couldn't sit together, seat cramped","couldn't sit together, seat cramped",4,Uncomfortable Seats,complaint
1658,2017,8,Economy Class,Solo Leisure,New York to Bangkok via Doha,United States,5,0.2,No,flight attendant never smiled,flight attendant never smiled,7,Unhelpful/Rude Crew,complaint
1659,2017,8,Business Class,Couple Leisure,Berlin to Singapore via Doha,Germany,10,0.85,Yes,WiFi was expensive.,wifi was expensive.,8,WiFi Issues,complaint
1660,2017,8,Economy Class,Family Leisure,Doha to Yangon,Myanmar,2,-0.85,No,"No inflight entertainment, limited legroom.","no inflight entertainment, limited legroom.",5,Boarding Experience,complaint
1661,2017,8,Economy Class,Solo Leisure,Stockholm to Bangkok via Doha,United Kingdom,6,-0.3,Yes,limited legroom and IFE box,limited legroom and ife box,5,Boarding Experience,complaint
1662,2017,7,Business Class,Business,Dubai to Singapore via Doha,United Arab Emirates,8,0.8,Yes,IFE a bit limited and not that user friendly,ife a bit limited and not that user friendly,0,Poor Customer IFE,complaint
1663,2017,7,Economy Class,Business,London Heatrhow to Doha,United Kingdom,10,0.85,Yes,wifi not working,wifi not working,8,WiFi Issues,complaint
1665,2017,7,Business Class,Business,Hong Kong to London via Doha,United Kingdom,7,0.1,No,food and seat in Business just okay,food and seat in business just okay,1,Poor Food Quality,complaint
1667,2017,7,Business Class,Couple Leisure,Adelaide to London via Doha,Australia,9,0.85,No,repetitive adverts,repetitive adverts,0,Poor Customer IFE,complaint
1668,2017,7,Business Class,Business,Zurich to Adelaide via Doha,Switzerland,4,-0.75,No,"limited food choices, poor quality entertainment","limited food choices, poor quality entertainment",1,Poor Food Quality,complaint
1669,2017,7,Economy Class,Solo Leisure,Berlin Tegel to Auckland via Doha,New Zealand,7,0.6,Yes,AV system issues with last flight,av system issues with last flight,2,Delayed Flight,complaint
1670,2017,7,Business Class,Business,Adelaide to Zurich via Doha,Switzerland,4,-0.7,No,food was rather limited and same as Europe,food was rather limited and same as europe,1,Poor Food Quality,complaint
1672,2017,7,Economy Class,Family Leisure,Venice to Male via Doha,Italy,8,0.8,Yes,IFE was old and obstructed seat space,ife was old and obstructed seat space,4,Uncomfortable Seats,complaint
1675,2017,7,Economy Class,Solo Leisure,Melbourne to Doha,Australia,3,-0.8,No,seat cramped and uncomfortable,seat cramped and uncomfortable,4,Uncomfortable Seats,complaint
1679,2017,7,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,-0.2,No,"seats were narrow, and crammed","seats were narrow, and crammed",4,Uncomfortable Seats,complaint
1681,2017,7,Business Class,Solo Leisure,Kuwait to New York via Doha,Kuwait,9,0.8,Yes,beer refused in economy class,beer refused in economy class,1,Poor Food Quality,complaint
1683,2017,7,Business Class,Couple Leisure,Bangkok to Warsaw via Doha,Poland,10,0.85,Yes,only a few business lounges,only a few business lounges,9,Lounge Experience,complaint
1684,2017,7,Economy Class,Solo Leisure,MAD to SIN via DOH,Netherlands,5,0.2,Yes,Wifi expensive and limited,wifi expensive and limited,8,WiFi Issues,complaint
1689,2017,6,Economy Class,Family Leisure,BKK to FRA via DOH,Thailand,10,0.9,Yes,"chaotic boarding, wifi not working","chaotic boarding, wifi not working",8,WiFi Issues,complaint
1692,2017,6,Business Class,Couple Leisure,Bangkok to Copenhagen via Doha,Denmark,9,0.9,Yes,missing alcohol in lounge during Ramadan,missing alcohol in lounge during ramadan,9,Lounge Experience,complaint
1693,2017,6,Economy Class,Family Leisure,Copenhagen to Ho Chi Minh City via Doha,Vietnam,8,0.7,Yes,poor food quality and quantity,poor food quality and quantity,1,Poor Food Quality,complaint
1694,2017,6,Business Class,Couple Leisure,Doha to Amsterdam,Australia,8,0.7,Yes,seat width not as wide as new aircraft,seat width not as wide as new aircraft,4,Uncomfortable Seats,complaint
1695,2017,6,Business Class,Solo Leisure,Chicago to Delhi via Doha,United States,10,0.9,Yes,crowded lounge with bad wifi,crowded lounge with bad wifi,8,WiFi Issues,complaint
1702,2017,6,Economy Class,Couple Leisure,London to Auckland via Doha,New Zealand,10,0.95,Yes,flight delayed at Heathrow,flight delayed at heathrow,2,Delayed Flight,complaint
1704,2017,6,Business Class,Business,Athens to Doha,Qatar,3,-0.5,Yes,Old aircraft with no room at a premium price,old aircraft with no room at a premium price,0,Poor Customer IFE,complaint
1707,2017,5,Economy Class,Solo Leisure,Munich to Bangkok via Doha,Czech Republic,10,0.8,Yes,Strange snacks (plastic-like),strange snacks (plastic-like),1,Poor Food Quality,complaint
1708,2017,5,Economy Class,Solo Leisure,Sofia to Abu Dhabi via Doha,Bulgaria,3,-0.8,No,"missed connection, delayed flight","missed connection, delayed flight",2,Delayed Flight,complaint
1709,2017,5,Economy Class,Family Leisure,Istanbul to Cape Town via Doha,South Africa,5,-0.3,Yes,"old plane, broken screens, poor IFE","old plane, broken screens, poor ife",0,Poor Customer IFE,complaint
1711,2017,5,Economy Class,Family Leisure,Ho Chi Minh City to Copenhagen via Doha,Vietnam,8,0.7,Yes,night-sandwich inedible,night-sandwich inedible,1,Poor Food Quality,complaint
1713,2017,5,Economy Class,Solo Leisure,Edinburgh to Bangkok via Doha,United Kingdom,5,0.1,No,Wi-Fi didn't work.,wi-fi didn't work.,8,WiFi Issues,complaint
1714,2017,5,First Class,Business,Doha to Riyadh,Qatar,9,0.9,Yes,Left late but who cares,left late but who cares,0,Poor Customer IFE,complaint
1715,2017,5,Economy Class,Business,Phnom Penh to Manchester via Doha,United Kingdom,7,-0.3,Yes,in-flight entertainment system problems,in-flight entertainment system problems,0,Poor Customer IFE,complaint
1716,2017,5,Economy Class,Solo Leisure,Luxor to London via Doha,United Kingdom,3,-0.75,No,customer service slow and misleading,customer service slow and misleading,0,Poor Customer IFE,complaint
1717,2017,5,Economy Class,Business,Paris to Kolkata via Doha,France,1,-0.8,No,"Limited food options, no amenities","limited food options, no amenities",1,Poor Food Quality,complaint
1718,2017,5,Economy Class,Solo Leisure,London to Khartoum via Doha,United Kingdom,7,-0.3,Yes,food in general was a let down,food in general was a let down,1,Poor Food Quality,complaint
1719,2017,5,Economy Class,Couple Leisure,London to Auckland via Doha,United Kingdom,1,-0.8,No,"seat broken, poor service","seat broken, poor service",4,Uncomfortable Seats,complaint
1720,2017,5,Business Class,Solo Leisure,Jakarta to Doha,United Kingdom,4,0.6,Yes,"Wish they would stock pyjamas with a suitable size for passengers, stock more small size!","wish they would stock pyjamas with a suitable size for passengers, stock more small size!",4,Uncomfortable Seats,complaint
1721,2017,5,Business Class,Couple Leisure,Cairo to Doha,Cyprus,9,0.8,Yes,A330-300 very cramped and no storage space,a330-300 very cramped and no storage space,0,Poor Customer IFE,complaint
1724,2017,5,Business Class,Solo Leisure,Cape Town to London via Doha,United Kingdom,9,0.8,Yes,Boarding was a little slow,boarding was a little slow,5,Boarding Experience,complaint
1725,2017,5,Business Class,Solo Leisure,Phuket to Manchester via Doha,Thailand,5,-0.8,No,"unreturned calls, nightmare upgrade process","unreturned calls, nightmare upgrade process",0,Poor Customer IFE,complaint
1726,2017,4,Economy Class,Solo Leisure,Dammam to Kozhikode via Doha,Saudi Arabia,9,0.8,Yes,"no entertainment, wrong food","no entertainment, wrong food",1,Poor Food Quality,complaint
1727,2017,4,Business Class,Solo Leisure,Colombo to Doha,Sweden,5,-0.6,Yes,Seats not as comfy as expected,seats not as comfy as expected,4,Uncomfortable Seats,complaint
1729,2017,4,Economy Class,Solo Leisure,TXL to DPS via DOH,Germany,2,-0.8,No,cramped seat configuration and long queues,cramped seat configuration and long queues,4,Uncomfortable Seats,complaint
1730,2017,4,Economy Class,Family Leisure,Dubai to Amritsar via Doha,United Arab Emirates,7,0.2,Yes,Meal served not up to 5 star mark,meal served not up to 5 star mark,1,Poor Food Quality,complaint
1731,2017,4,Economy Class,Family Leisure,Amritsar to Dubai via Doha,United Arab Emirates,7,-0.2,Yes,"Boarding not zone wise, no greetings from crew.","boarding not zone wise, no greetings from crew.",5,Boarding Experience,complaint
1736,2017,4,Economy Class,Family Leisure,Munich to Colombo via Doha,Germany,7,0.7,Yes,big delay,big delay,2,Delayed Flight,complaint
1738,2017,4,Business Class,Couple Leisure,Madrid to Manila via Doha,Philippines,10,-0.3,Yes,"delayed Iberia flight, missed bags","delayed iberia flight, missed bags",2,Delayed Flight,complaint
1739,2017,4,Economy Class,Family Leisure,Vienna to Doha,Austria,7,0.6,Yes,insufficient drinks offered,insufficient drinks offered,9,Lounge Experience,complaint
1741,2017,4,Business Class,Business,Ho Chi Minh City to Pnom Penh,Vietnam,8,0.7,Yes,no food provided on short flight,no food provided on short flight,1,Poor Food Quality,complaint
1742,2017,4,Business Class,Solo Leisure,Venice to Bangkok via Doha,Switzerland,9,0.8,Yes,awful coffee,awful coffee,1,Poor Food Quality,complaint
1744,2017,4,Business Class,Couple Leisure,CRK to MAD via DOH,Philippines,9,-0.2,Yes,"seat assignment glitch, lounge quality, boarding chaos","seat assignment glitch, lounge quality, boarding chaos",4,Uncomfortable Seats,complaint
1745,2017,4,Business Class,Business,Bangkok to Baku via Doha,United Kingdom,3,-0.75,No,"Food allergic reaction, poor lounges","food allergic reaction, poor lounges",9,Lounge Experience,complaint
1748,2017,4,Business Class,Couple Leisure,Doha to Frankfurt,Germany,9,0.75,Yes,Boarding procedure was not good.,boarding procedure was not good.,5,Boarding Experience,complaint
1751,2017,4,Economy Class,Family Leisure,Birmingham to Cape Town via Doha,United Kingdom,6,0.3,Yes,"IFE touch screen sluggish, children's meals drab","ife touch screen sluggish, children's meals drab",1,Poor Food Quality,complaint
1752,2017,3,Economy Class,Couple Leisure,BCN to BKK via DOH,France,5,-0.6,Yes,B773 cabin is seriously cramped,b773 cabin is seriously cramped,4,Uncomfortable Seats,complaint
1754,2017,3,Business Class,Solo Leisure,Colombo to Doha,Sri Lanka,8,-0.2,Yes,long check-in time,long check-in time,5,Boarding Experience,complaint
1755,2017,3,Business Class,Solo Leisure,Cape Town to Milan via Doha,South Africa,8,0.4,Yes,"bad level of comfort, the seat was hard","bad level of comfort, the seat was hard",4,Uncomfortable Seats,complaint
1757,2017,3,Economy Class,Solo Leisure,New York to Bangkok via Doha,United States,3,-0.8,No,food was among the worst I've had,food was among the worst i've had,1,Poor Food Quality,complaint
1760,2017,3,Business Class,Solo Leisure,Doha to Munich,Netherlands,2,-0.8,No,"Toilets were messy, service below par","toilets were messy, service below par",7,Unhelpful/Rude Crew,complaint
1761,2017,3,Business Class,Couple Leisure,Kuala Lumpur to London via Doha,United Kingdom,9,0.8,Yes,30 minutes holding before landing at Heathrow.,30 minutes holding before landing at heathrow.,5,Boarding Experience,complaint
1762,2017,3,Business Class,Solo Leisure,DOH to JFK,United States,7,-0.75,Yes,"child upgrade made a scene, seats are old and uncomfortable","child upgrade made a scene, seats are old and uncomfortable",4,Uncomfortable Seats,complaint
1763,2017,3,Business Class,Solo Leisure,Brussels to Singapore via Doha,Germany,8,0.6,Yes,"average food, Doha lounge lacks soul","average food, doha lounge lacks soul",6,Doha Airport Experience,complaint
1764,2017,3,Business Class,Solo Leisure,KUL to CPH via DOH,Vietnam,9,0.7,Yes,Charity request intrusive and disrespectful,charity request intrusive and disrespectful,7,Unhelpful/Rude Crew,complaint
1765,2017,3,Business Class,Solo Leisure,Zurich to Doha,Switzerland,8,0.8,Yes,screens not touch screens,screens not touch screens,0,Poor Customer IFE,complaint
1766,2017,3,Business Class,Solo Leisure,Doha to Colombo,Switzerland,7,0.7,Yes,Flight left 50 minutes late due to medical emergency.,flight left 50 minutes late due to medical emergency.,2,Delayed Flight,complaint
