review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_praise,frequency,rank
1079,2020,Business Class,Business,Istanbul to Singapore via Doha,3,-0.4,flawless service on a350-1000,1,3
1080,2020,Business Class,Solo Leisure,Cochin to Muscat via Doha,10,0.92,staff whose worth should be credibly recognized,1,3
1081,2020,Business Class,Couple Leisure,Mumbai to Copenhagen via Doha,8,0.8,on-board experience was flawless,1,3
1083,2020,Economy Class,Solo Leisure,Hong Kong to Kyiv via Doha,10,0.8,doha - kyiv crew were kind and professional,1,3
1084,2020,Economy Class,Solo Leisure,Kyiv to Hong Kong via Doha,10,0.95,quality service on board and on the ground,1,3
1086,2020,Economy Class,Solo Leisure,London to Dhaka via Doha,10,0.9,"quality, quantity and presentation of the meal services are best in the industry",1,3
1087,2020,Economy Class,Solo Leisure,Athens to Shanghai via Doha,1,-0.8,"service was good, inflight entertainment good",1,3
1088,2020,Economy Class,Couple Leisure,Sydney to Amsterdam via Doha,1,-0.4,cabin crew were helpful,1,3
1089,2020,Economy Class,Couple Leisure,Denpasar to Copenhagen via Doha,10,0.95,best flight experience,1,3
1090,2020,Economy Class,Solo Leisure,Manila to Doha,7,0.2,"food is better now, good variety of entertainment",1,3
1091,2020,Economy Class,Solo Leisure,Doha to Karachi,8,0.8,everything was perfect,3,1
1092,2020,Economy Class,Solo Leisure,London to Colombo via Doha,3,0.1,great selection of latest movies,1,3
1093,2020,Economy Class,Solo Leisure,Dhaka to Helsinki via Doha,9,0.2,"good hotel services with food, transportation",1,3
1094,2020,Economy Class,Couple Leisure,Bangkok to London via Doha,7,0.3,efficient service at doha,1,3
1095,2020,Business Class,Couple Leisure,Colombo to Edinburgh via Doha,5,-0.3,very comfortable flat bed in business class,1,3
1096,2020,Economy Class,Solo Leisure,Amman to Johannesburg via Doha,10,0.95,staff were outstanding,1,3
1097,2020,Economy Class,Couple Leisure,Milan to Muscat via Doha,7,0.6,cabin crew very professional with good service,1,3
1098,2020,Economy Class,Couple Leisure,Pisa to Melbourne via Doha,6,0.3,staff on board super friendly and helpful,1,3
1099,2019,Economy Class,Business,Amman to Perth via Doha,10,0.95,far superior in all aspects,1,3
1100,2019,Economy Class,Solo Leisure,Ahmedabad to New York via Doha,10,0.9,qatar airways was the best choice,1,3
1101,2019,Business Class,Couple Leisure,Doha to Athens,5,-0.4,service and food was super,1,3
1102,2019,Economy Class,Solo Leisure,Kuala Lumpur to Houston via Doha,9,0.8,everything just feels like it has a little touch of class,1,3
1103,2019,Economy Class,Family Leisure,Doha to Los Angeles,10,0.9,"stewardess are beautiful and very polite, especially katsiaryna",1,3
1104,2019,Economy Class,Couple Leisure,Oslo to Johannesburg via Doha,4,0.1,"friendly staff, good food",1,3
1105,2019,Business Class,Couple Leisure,Colombo to London via Doha,10,0.95,"staff were, without exception, just outstanding",1,3
1107,2019,Business Class,Couple Leisure,Copenhagen to Mumbai via Doha,9,0.85,finest onboard business class product,1,3
1109,2019,Economy Class,Couple Leisure,Melbourne to Sofia via Doha,9,0.9,staff were well trained and friendly,1,3
1112,2019,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,9,0.8,qatar's business class onboard product is the gold standard in the industry,1,3
1113,2019,Economy Class,Couple Leisure,Zanzibar to Sydney via Doha,9,0.8,best service you can get and best entertainment,1,3
1114,2019,Economy Class,Couple Leisure,Sydney to Nairobi via Doha,10,0.95,"excellent check in service, inflight entertainment, polite and courteous staff",1,3
1115,2019,Business Class,Solo Leisure,Berlin to Doha,7,-0.2,good seat and service,1,3
1117,2019,Business Class,Solo Leisure,Doha to Amsterdam,10,0.95,best service of our lives,1,3
1118,2019,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,9,0.7,"entertainment was very extensive, seat distance good, board catering reasonably well",1,3
1119,2019,Economy Class,Solo Leisure,Maputo to Lahore via Doha,10,0.9,service is very satisfactory,1,3
1122,2019,Economy Class,Family Leisure,London to Kathmandu via Doha,9,0.85,"cabin crew was very professional and friendly, food and drinks was brilliant",1,3
1123,2019,Economy Class,Solo Leisure,Perth to Munich via Doha,10,0.9,cabin crew made sure all my needs were attended to,1,3
1124,2019,Business Class,Solo Leisure,Stockholm to Bangkok via Doha,9,0.8,impeccable crews and services on both flights.,1,3
1125,2019,Economy Class,Family Leisure,Manchester to Islamabad via Doha,8,0.6,qatar airways very responsive,1,3
1126,2019,Economy Class,Business,London Heathrow to Doha,7,0.3,"clean aircraft, efficient crew and a good reputation",1,3
1127,2019,Economy Class,Couple Leisure,Sydney to Warsaw via Doha,3,-0.2,"good service on the planes, new aircraft",1,3
1129,2019,Economy Class,Family Leisure,Manchester to Lahore via Doha,8,0.3,"service was really good, clean and space was good",1,3
1131,2019,Economy Class,Couple Leisure,Sydney to Dublin via Doha,10,0.9,"excellent service, lovely crew",1,3
1132,2019,Economy Class,Family Leisure,Paris to Kuala Lumpur via Doha,9,0.7,"staff attentive, efficient, always available and friendly",1,3
1133,2019,Business Class,Solo Leisure,Manchester to Phnom Penh via Doha,7,0.3,"service was magnificent, excellent flight, fas were very helpful and polite",1,3
1135,2019,Business Class,Business,Venice to Doha,3,-0.2,food selection was good and the staff excellent,1,3
1136,2019,Business Class,Business,Hong Kong to Doha,3,-0.75,friendly cabin crew,1,3
1138,2019,Business Class,Couple Leisure,Heathrow to Tokyo via Doha,10,0.9,"qsuite exceptionally good, plenty of space and good facilities",1,3
1140,2019,Business Class,Business,Doha to Hong Kong,2,-0.7,"fast check-in, good lounge",1,3
1141,2019,Economy Class,Family Leisure,Manchester to Bangkok via Doha,4,-0.2,cabin crew attentive to children,1,3
1142,2019,Economy Class,Family Leisure,Melbourne to Munich via Doha,10,0.85,supervisor deyan provided excellent service,1,3
1143,2019,Economy Class,Business,Cardiff to Cape Town via Doha,9,0.85,kindness and professionalism of staff,1,3
1144,2019,Economy Class,Family Leisure,Helsinki to Jakarta via Doha,6,0.3,cabin crew was excellent,2,2
1147,2019,Business Class,Solo Leisure,Nice to Bangkok via Doha,6,0.2,outstanding lounge in doha with a quiet area,1,3
1148,2019,Economy Class,Couple Leisure,Gatwick to Colombo via Doha,3,-0.4,better service and meals on a350,1,3
1149,2019,Economy Class,Solo Leisure,Doha to Dhaka,9,0.8,a very pleasant flight,1,3
1150,2019,Business Class,Solo Leisure,Geneva to Penang via Doha,9,0.9,"staff most attentive, helpful",1,3
1151,2019,Business Class,Solo Leisure,Bangkok to Kuwait via Doha,10,0.9,"cabin crew, food & beverage, cleanness of cabin",1,3
1152,2019,Economy Class,Solo Leisure,Lisbon to Tehran via Doha,6,-0.2,fa chung was very friendly and enthusiastic.,1,3
1153,2019,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,9,0.8,"fa quietly attentive, meals and wines excellent",1,3
1154,2019,Business Class,Solo Leisure,Sofia to Singapore via Doha,8,0.4,"fantastic crew, best business class seat",1,3
1156,2019,Business Class,Solo Leisure,Perth to Birmingham via Doha,9,0.8,"exceptional food and service, first flight was in q suites - wow",1,3
1157,2019,Economy Class,Business,Copenhagen to Chennai via Doha,10,0.9,"good nature ground and cabin staff, amazing interaction with staff",1,3
1160,2019,Business Class,Solo Leisure,Kolkata to New York JFK via Doha,8,0.7,"cabin service was of a high standard, dreamliner business class cabin is bright and big",1,3
1161,2019,Business Class,Couple Leisure,Perth to Edinburgh via Doha,9,0.8,crew were very professional and enjoyed the champagne and cuisine,1,3
1163,2019,Economy Class,Couple Leisure,Helsinki to Bali via Doha,10,0.9,"amazing flights, service and food was spot on",1,3
1164,2019,Business Class,Business,Doha to Amsterdam,8,0.3,"comfortable q-suite, good variety of movies and music",1,3
1167,2019,Business Class,Business,Amsterdam to Doha,10,0.9,outstanding service and food,1,3
1168,2019,Business Class,Family Leisure,Doha to Sydney,10,0.9,excellent food and beverages,1,3
1173,2019,Economy Class,Family Leisure,Dar es Salaam to Houston via Doha,10,0.95,treated like kings and queens,1,3
1174,2019,Economy Class,Solo Leisure,Kiev to Seoul via Doha,10,0.9,perfect service,1,3
1175,2019,Business Class,Business,Tunis to Doha,1,-0.3,"everything was as expected, from boarding to cabin and flight entertainment",1,3
1177,2019,Economy Class,Solo Leisure,Amsterdam to Doha,9,0.8,"seats are good and well-maintained, foods and drinks are generously served",1,3
1178,2019,Business Class,Solo Leisure,Manchester to Bangkok via Doha,10,0.3,in the air they are peerless and simply amazing,1,3
1179,2019,Economy Class,Solo Leisure,Gatwick to Bangkok via Doha,9,0.7,seats were comfortable and ife had lots of films and tv programmes to watch,1,3
1182,2019,Economy Class,Solo Leisure,Colombo to Amsterdam via Doha,5,-0.3,staff were great during check-in and on the plane,1,3
1183,2019,Economy Class,Solo Leisure,Cape Town to Brussels via Doha,10,0.9,"cabin crew is friendly, accommodating, genuine, helpful and professional",1,3
1186,2019,Economy Class,Solo Leisure,Bangkok to Kuwait via Doha,8,0.8,"seat was comfortable, food & beverage good",1,3
1187,2019,Business Class,Solo Leisure,Kuwait to Bangkok via Doha,9,0.9,fantastic and very comfortable flight,1,3
1188,2019,Business Class,Solo Leisure,Vienna to Doha,8,0.9,one of the best in the world,1,3
1189,2019,Economy Class,Business,Tokyo to Venice via Doha,2,-0.8,flight attendants smile a lot,1,3
1190,2019,Economy Class,Business,Beirut to Doha,7,0.7,qa lounge staff service is excellent.,1,3
1191,2019,Economy Class,Couple Leisure,Sydney to Nice via Doha,8,0.75,"quality ife, good blanket and pillow, attention to detail",1,3
1192,2019,First Class,Solo Leisure,Doha to Sydney,7,0.7,"crew fantastic, comfortable seat",1,3
1195,2019,Economy Class,Solo Leisure,Johannesburg to Edinburgh via Doha,10,0.9,both flights arrived on time. on-board service was excellent with the crew being attentive to needs without being too insistent.,1,3
1196,2019,Business Class,Solo Leisure,Doha to Bangkok,5,-0.7,crew was brilliant and apologetic,1,3
1197,2019,Business Class,Business,Rome to Sydney via Doha,8,0.8,"can’t fault the service, the courtesy of the staff",1,3
1201,2019,Economy Class,Business,Mumbai to Brussels via Doha,10,0.95,"excellent service, attitude, attentiveness",1,3
1202,2019,Economy Class,Business,Brussels to Mumbai via Doha,10,0.9,"service was excellent, staff taking care",1,3
1203,2019,Economy Class,Couple Leisure,Sydney to Gothenburg via Doha,9,0.8,"very friendly service, a+",1,3
1205,2019,First Class,Solo Leisure,Doha to Amman,7,0.6,"pleasant staff, nice qsuites",1,3
1206,2019,Economy Class,Solo Leisure,Doha to Gatwick,7,0.3,happy with inflight service and punctuality,1,3
1207,2019,Economy Class,Business,Paris to Kolkata via Doha,7,0.6,"comfortable seats, excellent movie selection",1,3
1208,2019,Economy Class,Couple Leisure,Brussels to Bangkok via Doha,10,0.95,"outstanding service, wonderful people, good food",1,3
1210,2019,Economy Class,Solo Leisure,Manchester to Auckland via Doha,10,0.9,staff make all the difference,1,3
1211,2019,Business Class,Couple Leisure,Mumbai to Copenhagen via Doha,10,0.95,qatar airways business class is 'the best of the best.',1,3
1212,2019,Economy Class,Solo Leisure,Warsaw to Singapore via Doha,10,1.0,it was just perfect,1,3
1213,2019,Business Class,Couple Leisure,Sydney to Venice via Doha,10,0.9,staff’s service was first rate,1,3
1214,2019,Business Class,Couple Leisure,Muscat to Houston via Doha,10,0.8,staff ahmed provided excellent service,1,3
1215,2019,Economy Class,Couple Leisure,Helsinki to Singapore via Doha,5,-0.75,"seats were comfortable, bigger plane, good entertainment",1,3
1216,2019,Economy Class,Business,Stockholm to Chennai via Doha,9,0.8,"outstanding choice of meals and drinks, awesome ground service at hamad airport.",1,3
1217,2019,Business Class,Family Leisure,Bangkok to Johannesburg via Doha,10,0.95,qsuite is the best way to travel,1,3
1218,2019,Economy Class,Family Leisure,Calicut to Philadelphia via Doha,10,0.9,appreciate his help to make the journey pleasant,1,3
1219,2019,Economy Class,Solo Leisure,Moscow to Bangkok via Doha,5,-0.7,cabin crew provided good services,1,3
1221,2019,First Class,Family Leisure,Paris CDG to Bangkok via Doha,7,0.3,"extremely comfy, quiet and roomy",1,3
1222,2019,Economy Class,Solo Leisure,Frankfurt to Kuala Lumpur via Doha,10,0.9,both legs were great,1,3
1223,2019,Business Class,Solo Leisure,Cape Town to Ankara via Doha,2,-0.5,"quiet and comfortable a350, with the usual high standard service",1,3
1224,2019,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,10,0.9,"on-board service is exceptional, finest business class seat to date",1,3
1225,2019,Economy Class,Solo Leisure,Dallas Ft Worth to Doha,9,0.85,flight attendants were awesome,1,3
1227,2019,Business Class,Solo Leisure,London to Bangkok via Doha,9,0.3,friendly and engaging cabin crew,1,3
1231,2019,Economy Class,Family Leisure,Kuwait to Munich via Doha,10,0.9,improved a lot since last flight,1,3
1232,2019,Economy Class,Solo Leisure,Philadelphia to Delhi via Doha,10,0.95,"best treatment possible, staff were the best",1,3
1235,2019,Business Class,Solo Leisure,Doha to Auckland,10,0.95,"polite, friendly, helpful and impeccably turned out",1,3
1236,2019,Economy Class,Solo Leisure,Frankfurt to Kuala Lumpur via Doha,10,0.8,"flight attendants were attentive and nice, food was great",1,3
1241,2019,Economy Class,Family Leisure,Goa to London via Doha,10,0.95,staff are by far the best i've dealt with,1,3
1242,2019,Economy Class,Solo Leisure,Dublin to Perth via Doha,6,0.3,"comfortable a380 seat, on-time arrival",1,3
1243,2019,Economy Class,Family Leisure,Sydney to Paris via Doha,9,0.85,"truly comfortable journey, excellent on-board services",1,3
1244,2019,Economy Class,Family Leisure,Paris to Kuala Lumpur via Doha,10,0.95,the seat is really comfortable and comes with all the perks,1,3
1245,2019,Economy Class,Family Leisure,Munich to Doha,5,-0.3,cabin crew pleasant and friendly,1,3
1246,2019,Business Class,Business,Doha to New York,9,0.85,"luxury qsuite, awesome food, clean cabin, well taken care of by crew.",1,3
1248,2019,Economy Class,Family Leisure,Brussels to Bangkok via Doha,8,0.7,"friendly cabin crew, good meals",1,3
1249,2019,Economy Class,Solo Leisure,Vienna to Bangkok via Doha,10,0.9,"seats super comfortable, nice selection on menus",1,3
1250,2019,Business Class,Solo Leisure,Milan to Denpasar via Doha,10,0.9,real 5 star service on all sectors,1,3
1251,2019,Business Class,Couple Leisure,Bangkok to Milan via Doha,8,0.5,qsuite which is absolutely fantastic,1,3
1252,2019,Business Class,Couple Leisure,Milan to Bangkok via Doha,7,-0.3,top class service and lounges,1,3
1254,2019,Business Class,Solo Leisure,Singapore to Doha,9,0.8,cabin staff was friendly and their service was quick,1,3
1255,2019,Economy Class,Family Leisure,Doha to Calicut,10,0.9,"service great, they took care of kids properly",1,3
1256,2019,Business Class,Business,Singapore to Stockholm via Doha,3,-0.8,service on both legs outstanding as always,1,3
1257,2019,Business Class,Solo Leisure,Doha to Hong Kong,6,-0.2,"state of the art qsuites, good cabin wifi",1,3
1258,2019,Business Class,Solo Leisure,Bangkok to Gatwick via Doha,9,0.75,"on board service was excellent, crew were wonderful",1,3
1259,2019,Economy Class,Couple Leisure,London to Melbourne via Doha,9,0.9,unbelievable level of personalised service,1,3
1260,2019,Business Class,Solo Leisure,Doha to Munich,10,0.9,"crew: awesome, dedicated, beautiful, pleasant, and attentive",1,3
1262,2019,Economy Class,Solo Leisure,Johannesburg to London via Doha,7,-0.6,friendly cabin crew on return flight,1,3
1265,2019,Economy Class,Business,DEL to BCN via DOH,5,0.2,"professional crews, clean equipment, cheap wifi when it works",1,3
1267,2019,Business Class,Business,Barcelona to Mumbai via Doha,6,0.5,q-suite product is very good,1,3
1268,2019,Economy Class,Business,Washington to Bangkok via Doha,6,0.7,"meals were the highlight, with multiple cuisines on offer",1,3
1269,2019,Business Class,Family Leisure,Belgrade to Sydney via Doha,10,0.9,"classy business class, fantastic service",1,3
1270,2019,Business Class,Solo Leisure,Doha to New York,10,0.9,best business class product i experienced to date,1,3
1271,2019,Economy Class,Couple Leisure,Auckland to Johannesburg via Doha,7,0.7,"great food, oh so much food",1,3
1272,2019,Economy Class,Family Leisure,Birmingham to Amritsar via Doha,10,0.9,friendly and helpful staff. treated with a smile,1,3
1273,2019,Economy Class,Solo Leisure,Manchester to Entebbe via Doha,8,0.8,"superb ife system, good food and drinks",1,3
1274,2019,Business Class,Solo Leisure,Doha to Stockholm,10,0.9,splendid service as always,1,3
1275,2019,Business Class,Solo Leisure,Denpasar to Doha,10,0.85,food is great and the wine list is on top,1,3
1276,2019,Economy Class,Business,Bangalore to Boston via Doha,7,0.3,flight attendants were as always very attentive,1,3
1278,2019,Economy Class,Business,Boston to Hyderabad via Doha,7,0.6,"attentive service, clean airport, on-time flights",1,3
1279,2019,Economy Class,Family Leisure,Edinburgh to Lahore via Doha,10,0.9,"best airline, great helpful staff",1,3
1280,2019,Economy Class,Couple Leisure,Tehran to Copenhagen via Doha,9,0.85,very friendly and helpful staff,1,3
1281,2019,Business Class,Business,Doha to Amsterdam,10,0.9,qsuite is outstanding,1,3
1282,2019,Economy Class,Couple Leisure,Manchester to Doha,9,0.9,all ground staff pleasant and helpful,1,3
1283,2019,Economy Class,Business,Maputo to Rio de Janeiro via Doha,8,0.9,"excellent service, with a lot of dignity and attention to details",1,3
1285,2019,Business Class,Business,Perth to Doha,10,0.9,"extremely impressed, definitely fly again",1,3
1286,2019,Business Class,Solo Leisure,Stockholm to Doha,10,0.95,clean fresh cabin with excellent service,1,3
1287,2019,Business Class,Solo Leisure,Doha to Denpasar,10,0.95,perfect aircraft and the service is outstanding,1,3
1288,2019,Economy Class,Couple Leisure,Doha to Amsterdam,9,0.85,"complimented the cabin crew, high level of service",1,3
1289,2019,Business Class,Solo Leisure,Doha to Kolkata,9,0.8,comfortable and punctual flight,1,3
1290,2019,Economy Class,Solo Leisure,London Heathrow to Kuala Lumpur via Doha,8,0.7,crew professional and pleasant,1,3
1291,2019,Economy Class,Solo Leisure,Kuala Lumpur to London Heathrow via Doha,9,0.85,crew were very professional and service impeccable onboard,1,3
1292,2019,Economy Class,Family Leisure,Dublin to Doha,9,0.9,cabin crew treated boy and father with dignity and compassion,1,3
1293,2019,Economy Class,Solo Leisure,Chennai to Doha,10,0.8,"crew are welcoming and helpful, economy seating is comfortable",1,3
1294,2019,Business Class,Business,Oslo to Singapore via Doha,5,0.2,"top notch flights, all on the a350",1,3
1295,2019,Economy Class,Solo Leisure,Bangkok to Washington DC via Doha,10,0.9,qatar airways is by far the best for quality and service,1,3
1297,2019,Economy Class,Couple Leisure,Birmingham to Manila via Doha,9,0.85,"pleasant experience, excellent food quality",1,3
1298,2019,Business Class,Solo Leisure,Bangalore to London via Doha,9,0.75,cabin crew from thailand,1,3
1299,2019,Economy Class,Family Leisure,Atlanta to Karachi via Doha,10,0.9,professional and accommodating crew,1,3
1300,2019,Economy Class,Solo Leisure,Manchester to Melbourne via Doha,10,0.9,cabin staff excelled,1,3
1301,2019,Business Class,Solo Leisure,Singapore to Doha,6,-0.2,"qsuites are very nice, big tv screen",1,3
1302,2019,Economy Class,Business,London to Lahore via Doha,7,0.3,cabin crew efficient as always,1,3
1303,2019,Economy Class,Solo Leisure,Incheon to Johannesburg via Doha,9,0.9,service is exceptional,2,2
1304,2019,Economy Class,Couple Leisure,Penang to Copenhagen via Doha,10,0.9,staff attentive and friendly,1,3
1305,2019,Business Class,Couple Leisure,Budapest to Bangkok via Doha,10,0.9,"excellent service, smiling and friendly crew",1,3
1306,2019,Economy Class,Couple Leisure,Bangkok to Budapest via Doha,10,0.85,experience was great,1,3
1308,2019,Economy Class,Solo Leisure,Hong Kong to Vienna via Doha,3,-0.7,"cabin crews were nice, extra bun given",1,3
1311,2019,Economy Class,Solo Leisure,Sydney to Amman via Doha,10,0.8,excellent customer service in resolving the issue,1,3
1314,2019,Economy Class,Family Leisure,Singapore to Edinburgh via Doha,8,0.8,flight attendant nicola took very good care of me,1,3
1315,2019,Economy Class,Family Leisure,Doha to Perth,8,0.6,qr provided overnight pack and good selection of movies,1,3
1316,2019,Economy Class,Family Leisure,Munich to Doha,7,0.3,"good service, quick responses from crew",1,3
1317,2019,Economy Class,Solo Leisure,Sydney to Berlin via Doha,10,0.9,best airline in the world currently,1,3
1318,2019,Business Class,Solo Leisure,Doha to Oslo,10,0.9,world's finest airline,1,3
1319,2019,Business Class,Solo Leisure,Mumbai to Doha,10,0.8,qsuite seat hardware blows away all the competition,1,3
1320,2019,Economy Class,Solo Leisure,Doha to New York JFK,8,0.8,"cabin crew excellent, happy was great",1,3
1322,2019,Economy Class,Family Leisure,London to Melbourne via Doha,10,0.9,"wonderful service, exceptional crew",1,3
1323,2019,Economy Class,Solo Leisure,Doha to Edinburgh,10,0.9,great service from bruna,1,3
1324,2019,Economy Class,Solo Leisure,Birmingham to Bangkok via Doha,9,0.85,great product and service with great planes and staff,1,3
1325,2019,Economy Class,Couple Leisure,Milan to Dhaka via Doha,7,0.6,their service is good,1,3
1326,2019,Economy Class,Couple Leisure,Bangalore to Copenhagen via Doha,6,0.2,"good cabin crew, oryx entertainment system",1,3
1329,2019,Economy Class,Couple Leisure,Singapore to Doha,8,0.3,cabin crew are very courteous.,1,3
1333,2019,Economy Class,Couple Leisure,Perth to Edinburgh via Doha,8,-0.2,"attentive flight attendants, in-flight entertainment impressive",1,3
1334,2019,Business Class,Family Leisure,Johannesburg to Singapore via Doha,9,-0.3,extremely impressed with the service of flight attendants on first leg,1,3
1335,2019,Economy Class,Solo Leisure,Sydney to Doha,9,0.8,mohammed went above and beyond,1,3
1337,2019,Business Class,Family Leisure,Los Angeles to Doha,6,-0.3,"attentive and friendly cabin staff, good food",1,3
1338,2019,Economy Class,Solo Leisure,Doha to Copenhagen,10,0.8,"cabin crew service, happy with experience",1,3
1339,2018,Economy Class,Family Leisure,Perth to Munich via Doha,7,-0.2,"tasty food, remembered special meal",1,3
1343,2018,Business Class,Family Leisure,Doha to Los Angeles,8,0.2,"staff were friendly and attentive, great movie selection on ife",1,3
1346,2018,Economy Class,Solo Leisure,Sarajevo to Kuala Lumpur via Doha,10,0.9,"impeccable service, well maintained aircraft",1,3
1347,2018,Business Class,Solo Leisure,Kigali to Frankfurt via Doha,7,-0.3,fa's and drinks are top notch,1,3
1349,2018,Business Class,Business,Tbilisi to Jakarta via Doha,4,-0.3,onboard service and meals were excellent,1,3
1350,2018,Economy Class,Family Leisure,London to Mumbai via Doha,10,0.85,"super friendly and helpful ground staff, never disappointed with services",1,3
1351,2018,Business Class,Solo Leisure,Doha to Bangkok,10,0.95,extremely cordial service and comfortably designed interiors,1,3
1352,2018,Business Class,Solo Leisure,Zurich to Bangkok via Doha,10,0.9,qsuites on the new a350 aircraft,1,3
1353,2018,Economy Class,Couple Leisure,Edinburgh to Phuket via Doha,4,-0.8,"great entertainment, comfy seats and great staff",1,3
1354,2018,Economy Class,Solo Leisure,Doha to Geneva,10,0.9,above and beyond expectations,1,3
1355,2018,Business Class,Family Leisure,Hong Kong to Doha,8,0.3,"attentive cabin staff, smooth boarding",1,3
1360,2018,Economy Class,Family Leisure,Hyderabad to Doha,9,0.9,"young lady from the crew was very professional, friendly, respectful",1,3
1361,2018,Economy Class,Family Leisure,New York to Dhaka via Doha,10,0.95,best flight i ever had,1,3
1363,2018,Economy Class,Couple Leisure,London Heathrow to Doha,9,0.8,impeccable service,1,3
1364,2018,Economy Class,Family Leisure,Budapest to Singapore via Doha,10,0.9,crew was extremely helpful and understanding,1,3
1365,2018,Economy Class,Solo Leisure,Kuala Lumpur to Geneva via Doha,10,0.95,incredible service on both sectors,1,3
1366,2018,Economy Class,Solo Leisure,Nairobi to Doha,9,0.85,"crew member was very professional, ready to help",1,3
1367,2018,Business Class,Solo Leisure,London to Kuala Lumpur via Doha,9,0.8,cabin staff amazingly efficient and friendly,1,3
1369,2018,Business Class,Business,Jakarta to New York via Doha,10,0.9,qr qsuites takes business class to a new level,1,3
1371,2018,Business Class,Solo Leisure,Doha to New York JFK,8,0.9,"excellent flight, changed experience",1,3
1372,2018,Business Class,Solo Leisure,Kolkata to Doha,8,0.8,"excellent flying experience, attentive service, beautiful sight of dawn",1,3
1373,2018,Business Class,Family Leisure,Doha to Hong Kong,7,0.3,excellent service,2,2
1375,2018,Economy Class,Solo Leisure,Clark to Boston via Doha,10,0.8,"outstanding cabin crew, excellent food, value for money",1,3
1378,2018,Economy Class,Business,Amsterdam to Bangkok via Doha,7,0.7,"seating, meals and service were good",1,3
1381,2018,Economy Class,Solo Leisure,Milan to Doha,10,0.9,service is excellent in every flight,1,3
1382,2018,Economy Class,Business,London to Chennai via Doha,7,0.7,cabin crew were excellent,1,3
1383,2018,Business Class,Solo Leisure,Kuala Lumpur to Munich via Doha,9,0.7,qsuite with impeccable service,1,3
1385,2018,Economy Class,Couple Leisure,London to Colombo via Doha,7,0.3,"efficient check-in and boarding, comfortable seats, good ife selection",1,3
1386,2018,Economy Class,Solo Leisure,London to Doha,10,0.95,"wonderful, comfortable, luxurious service",1,3
1387,2018,Economy Class,Solo Leisure,Melbourne to Rome via Doha,10,0.9,"best a380, food taste very good",1,3
1389,2018,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,10,0.8,"nice and friendly cabin crew, personalized interaction",1,3
1390,2018,Business Class,Business,Kigali to Ho Chi Minh City via Doha,8,0.3,"fa and service onboard good, doha-saigon leg was a perfect flight",1,3
1392,2018,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,9,0.75,qsuite was fabulous,1,3
1395,2018,Economy Class,Couple Leisure,Doha to Bangkok,10,0.95,most comfortable experience,1,3
1396,2018,Economy Class,Couple Leisure,Helsinki to Hong Kong via Doha,8,-0.3,"helpful and polite staff, good meals, on time",1,3
1397,2018,Economy Class,Solo Leisure,Jakarta to Paris via Doha,10,0.95,"fa were nice and friendly, ife was responsive, meals delicious",1,3
1399,2018,Economy Class,Solo Leisure,Miami to Doha,5,-0.8,better seats than most,1,3
1400,2018,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,9,0.85,unmatched ambience and comfort,1,3
1401,2018,Business Class,Solo Leisure,Edinburgh to Doha,9,0.9,outstanding first class service,1,3
1402,2018,Economy Class,Family Leisure,Cardiff to Doha via Bangkok,9,0.8,"excellent value for money, superb business class experience",1,3
1403,2018,Economy Class,Solo Leisure,Delhi to Doha,2,-0.3,service was excellent,2,2
1404,2018,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,7,0.2,"a380 seat was comfortable, ife was super but what stands out was the service by the crew.",1,3
1405,2018,Economy Class,Solo Leisure,Tokyo to Casablanca via Doha,6,0.3,"impressive on board facilities, good food, attentive crew",1,3
1407,2018,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,10,0.9,air steward who was just fantastic,1,3
1408,2018,Economy Class,Solo Leisure,Doha to Muscat,10,0.95,best travel experience,1,3
1409,2018,Economy Class,Solo Leisure,Doha to Goa,10,0.85,"attention to detail, cabin crew excellent",1,3
1410,2018,Business Class,Solo Leisure,Milan to Cape Town via Doha,10,0.9,"cabin crew is professional, attentive",1,3
1411,2018,Economy Class,Solo Leisure,Perth to Munich via Doha,10,0.95,the best flight i have ever flown,1,3
1412,2018,Business Class,Solo Leisure,Denpasar to Doha,9,0.8,"excellent service onboard, good food and a splendid wine list",1,3
1413,2018,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",9,0.85,"great travel experience, very great crew, splendid selection of wine",1,3
1414,2018,Business Class,Solo Leisure,Doha to Stockholm,9,0.8,clean new planes and a great friendly crew,1,3
1415,2018,Business Class,Business,Hyderabad to Atlanta via Doha,8,0.8,best business class product i have seen,1,3
1416,2018,Business Class,Business,Dhaka to London via Doha,10,0.95,q-suite was amazing,1,3
1417,2018,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,9,0.8,qatar airways staff are really good and take care of us,1,3
1418,2018,Business Class,Business,Oslo to Melbourne via Doha,9,0.95,excellent business class airline,1,3
